place_id,yelp_business_id,yelp_name,yelp_address,yelp_phone,yelp_categories,match_score,foursquare_name,foursquare_address,foursquare_phone,foursquare_categories,foursquare_website,foursquare_socials,meta_name,meta_address,meta_phone,meta_categories,meta_website,meta_socials,microsoft_name,microsoft_address,microsoft_phone,microsoft_categories,microsoft_website,microsoft_socials,truth_name_source,truth_name,truth_phone_source,truth_phone,truth_website_source,truth_website,truth_address_source,truth_address,truth_categories_source,truth_categories,best_source
08f298901d34a6ac033a02d493f36726,oKMzFzSbKcsop30JdGw-Cg,five star premier residences of reno,3201 plumas street reno nv 89509,,health medical apartments home services real estate rehabilitation center home health care retirement homes,95.15384615,,,,,,,five star premier residences of reno,3201 plumas st reno nv 89509 4723,7758291050,"{""primary"": ""retirement_home"", ""alternate"": [""senior_citizen_services""]}","[""https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno/?local=facebook""]","[""https://www.facebook.com/211667562292303""]",five star premier residences of reno,3201 plumas st reno nv 89509,7758291050,"{""primary"": ""assisted_living_facility"", ""alternate"": [""health_and_medical""]}","[""https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno""]",[],meta or microsoft,five star premier residences of reno,meta or microsoft,7758291050,microsoft,"[""https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno""]",meta,3201 plumas st reno nv 89509 4723,meta,"{""primary"": ""retirement_home"", ""alternate"": [""senior_citizen_services""]}",meta
08f2a1359ac12db30349d35cbaf59e57,Oc7XxUdoi1l4SCV-BLOSTw,gerhard s appliance warehouse sale,270 new jersey dr fort washington pa 19034,,appliances appliances repair electronics home garden local services mattresses shopping,78.33333333,,,,,,,,,,,,,gerhard appliance,270 new jersey dr fort washington pa 19034,2155423860,"{""primary"": ""appliance_store"", ""alternate"": [""retail""]}","[""""]",[],microsoft,gerhard appliance,microsoft,2155423860,microsoft,"[""""]",microsoft,270 new jersey dr fort washington pa 19034,microsoft,"{""primary"": ""appliance_store"", ""alternate"": [""retail""]}",microsoft
08f2a135a9a816a6031f842f52511bb1,p2SakAsYqdAvLqPpAhkekw,dunkin donuts,14254 bustleton ave philadelphia pa 19116,,coffee tea donuts bagels food,97.98850575,,,,,,,dunkin donuts,14254 bustleton ave philadelphia pa 19116 1108,2676214823,"{""primary"": ""donuts"", ""alternate"": [""coffee_shop"", ""eat_and_drink""]}","[""http://www.youtube.com/DunkinDonuts""]","[""https://www.facebook.com/259846270700941""]",dunkin donuts,14254 bustleton ave philadelphia pa 19116 1108,2676214823,"{""primary"": ""donuts"", ""alternate"": [""coffee_shop"", ""eat_and_drink""]}","[""http://www.youtube.com/DunkinDonuts""]","[""https://www.facebook.com/259846270700941""]",meta or microsoft,dunkin donuts,meta or microsoft,2676214823,meta or microsoft,"[""http://www.youtube.com/DunkinDonuts""]",meta or microsoft,14254 bustleton ave philadelphia pa 19116 1108,meta or microsoft,"{""primary"": ""donuts"", ""alternate"": [""coffee_shop"", ""eat_and_drink""]}",meta or microsoft
08f2aacb1cb304020377d2cc6e36a071,sgasyFue5oG20RDJ8yAkaQ,lidl,420 macdade blvd folsom pa 19033,,shopping grocery discount store food,81.21212121,,,,,,,lidl us,420 e macdade blvd folsom pa 19033,8447475435,"{""primary"": ""supermarket"", ""alternate"": [""grocery_store"", ""organic_grocery_store""]}","[""http://www.lidl.com/""]","[""https://www.facebook.com/2076627859316005""]",lidl,420 macdade blvd folsom pa 19033,8447475435,"{""primary"": ""retail""}","[""https://www.lidl.com/""]",[],microsoft,lidl,meta or microsoft,8447475435,meta or microsoft,"[""https://www.lidl.com/""]",meta or microsoft,420 macdade blvd folsom pa 19033,meta,"{""primary"": ""supermarket"", ""alternate"": [""grocery_store"", ""organic_grocery_store""]}",meta
08f441a113b6e72b037c592992e25855,SETJPjryrcYvo2ezLm0WaA,starbucks,4202 e fowler ave tampa fl 33620,,food coffee tea,97.46376812,starbucks,usf library tampa fl 33620,8139744569,"{""primary"": ""Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop"", ""alternate"": []}","[""http://www.starbucks.com/""]","[""https://www.twitter.com/starbucks"", ""https://www.facebook.com/22092443056"", null]",starbucks,4202 e fowler ave tampa fl 33620 0007,8133623222,"{""primary"": ""coffee_shop"", ""alternate"": [""eat_and_drink"", ""business""]}","[""https://www.starbucks.com/store-locator/store/14382""]","[""https://www.facebook.com/156180461058863""]",starbucks,4202 e fowler ave tampa fl 33620 0007,8133623222,"{""primary"": ""coffee_shop"", ""alternate"": [""eat_and_drink"", ""business""]}","[""https://www.starbucks.com/store-locator/store/14382""]","[""https://www.facebook.com/156180461058863""]",meta or microsoft,starbucks,meta or microsoft,8133623222,meta or microsoft,"[""https://www.starbucks.com/store-locator/store/14382""]",meta or microsoft,4202 e fowler ave tampa fl 33620 0007,meta or microsoft,"{""primary"": ""coffee_shop"", ""alternate"": [""eat_and_drink"", ""business""]}",meta or microsoft
08f4446420bb12c003a28fe9807b4a7d,XScJI9exHgC0u_c3vmm1vQ,harrah s new orleans,228 poydras st new orleans la 70130,,hotels arts entertainment hotels travel event planning services casinos,75.28961749,harrah s,228 poydras st new orleans la 70130,5045336000,"{""primary"": ""Arts and Entertainment > Casino"", ""alternate"": [""Travel and Transportation > Lodging > Hotel""]}","[""https://www.caesars.com/harrahs-new-orleans/restaurants/the-buffet-at-harrahs""]","[""https://www.twitter.com/caesarsent"", ""https://www.facebook.com/527418077335900"", ""https://www.instagram.com/harrahsnola""]",harrah s casino new orleans hours address,228 poydras st new orleans la 70130 1641,8004277247,"{""primary"": ""casino"", ""alternate"": [""arts_and_entertainment"", ""professional_services""]}","[""http://www.harrahsneworleans.com/casinos/harrahs-new-orleans/casino-misc/hotel-overview.html""]","[""https://www.facebook.com/1463150693991708""]",,,,,,,foursquare,harrah s,meta,8004277247,meta,"[""http://www.harrahsneworleans.com/casinos/harrahs-new-orleans/casino-misc/hotel-overview.html""]",meta,228 poydras st new orleans la 70130 1641,foursquare,"{""primary"": ""Arts and Entertainment > Casino"", ""alternate"": [""Travel and Transportation > Lodging > Hotel""]}",foursquare
08f444642579a5720341f6cc7a5371f4,3-69Zp0UWQafow9ilWDjvA,holiday inn express new orleans downtown,334 okeefe ave new orleans la 70112,,event planning services hotels travel venues event spaces hotels,80.81339713,,,,,,,holiday inn express new orleans dwtn fr qtr area,334 o keefe ave new orleans la 70112 1809,5045245400,"{""primary"": ""hotel"", ""alternate"": [""accommodation"", ""travel_company""]}","[""https://www.ihg.com/holidayinnexpress/hotels/us/en/new-orleans/msyka/hoteldetail?cm_mmc=FacebookMaps-_-EX-_-US-_-MSYKA""]","[""https://www.facebook.com/893142730719197""]",holiday inn express new orleans dwtn fr qtr area,334 okeefe ave new orleans la 70112,5045245400,"{""primary"": ""resort"", ""alternate"": [""hotel"", ""inn"", ""motel""]}","[""https://www.ihg.com/holidayinnexpress/hotels/us/en/new-orleans/msyka/hoteldetail?cm_mmc=BingMaps-_-EX-_-US-_-MSYKA""]",[],meta or microsoft,holiday inn express new orleans dwtn fr qtr area,meta or microsoft,5045245400,meta or microsoft,"[""https://www.ihg.com/holidayinnexpress/hotels/us/en/new-orleans/msyka/hoteldetail?cm_mmc=BingMaps-_-EX-_-US-_-MSYKA""]",meta,334 o keefe ave new orleans la 70112 1809,microsoft,"{""primary"": ""resort"", ""alternate"": [""hotel"", ""inn"", ""motel""]}",meta
1.1259E+15,NQn_dGaMlvbQGwgAA6t85w,the glen at shawmont station,300 autumn river run philadelphia pa 19128,,home services real estate apartments,100,,,,,,,,,,,,,the glen at shawmont station,300 autumn river run philadelphia pa 19128,8886273085,"{""primary"": ""apartments"", ""alternate"": [""condominium""]}","[""https://www.theglenphilly.com/""]",[],microsoft,the glen at shawmont station,microsoft,8886273085,microsoft,"[""https://www.theglenphilly.com/""]",microsoft,300 autumn river run philadelphia pa 19128,microsoft,"{""primary"": ""apartments"", ""alternate"": [""condominium""]}",microsoft
1.1259E+15,65sPpkVbRSYS0droEoRavw,rita s italian ice,499 domino ln philadelphia pa 19128,,ice cream frozen yogurt food shaved ice desserts,80.88235294,,,,,,,,,,,,,rita s italian ice frozen custard,499 domino ln philadelphia pa 19128,2154834000,"{""primary"": ""desserts"", ""alternate"": [""ice_cream_and_frozen_yoghurt"", ""sandwich_shop"", ""restaurant""]}","[""https://www.ritasice.com/location/ritas-of-domino-lane-phila-pa/""]",[],microsoft,rita s italian ice frozen custard,microsoft,2154834000,microsoft,"[""https://www.ritasice.com/location/ritas-of-domino-lane-phila-pa/""]",microsoft,499 domino ln philadelphia pa 19128,microsoft,"{""primary"": ""desserts"", ""alternate"": [""ice_cream_and_frozen_yoghurt"", ""sandwich_shop"", ""restaurant""]}",microsoft
1.1259E+15,cJZmRIGu3AyjJivezu7R0w,cracker barrel old country store,213 indian lake blvd hendersonville tn 37075,,restaurants southern breakfast brunch african american traditional desserts food salad,100,,,,,,,,,,,,,cracker barrel old country store,213 indian lake blvd hendersonville tn 37075,6158227407,"{""primary"": ""breakfast_and_brunch_restaurant"", ""alternate"": [""cafe"", ""restaurant""]}","[""https://www.crackerbarrel.com/Locations/States/tn/hendersonville/630/""]",[],microsoft,cracker barrel old country store,microsoft,6158227407,microsoft,"[""https://www.crackerbarrel.com/Locations/States/tn/hendersonville/630/""]",microsoft,213 indian lake blvd hendersonville tn 37075,microsoft,"{""primary"": ""breakfast_and_brunch_restaurant"", ""alternate"": [""cafe"", ""restaurant""]}",microsoft
1.1259E+15,fb25ewJF6tM2_VJiXsEZPQ,supercuts,287 los altos pkwy 101 sparks crossing shopping ctr sparks nv 89436,,hair salons beauty spas,89.81818182,,,,,,,,,,,,,supercuts,287 los altos pkwy 101 sparks nv 89436,7754093194,"{""primary"": ""kids_hair_salon"", ""alternate"": [""barber"", ""hair_salon"", ""beauty_and_spa""]}","[""https://www.supercuts.com/locations/nearme/haircut/nv/sparks/287-los-altos-pkwy-101/81427""]",[],microsoft,supercuts,microsoft,7754093194,microsoft,"[""https://www.supercuts.com/locations/nearme/haircut/nv/sparks/287-los-altos-pkwy-101/81427""]",microsoft,287 los altos pkwy 101 sparks nv 89436,microsoft,"{""primary"": ""kids_hair_salon"", ""alternate"": [""barber"", ""hair_salon"", ""beauty_and_spa""]}",microsoft
1.1259E+15,OvWyoZ7ctVOiLsizC0Bebw,skh locksmiths,469 lincoln ave hatboro pa 19040,,home services keys locksmiths security services security systems automotive home automation auto security professional services,79.3902439,,,,,,,,,,,,,skh locksmiths,469 lincoln ave hatboro pa 19040,2154429191,"{""primary"": ""key_and_locksmith""}","[""http://skhlocksmiths.com/""]",[],microsoft,skh locksmiths,microsoft,2154429191,microsoft,"[""http://skhlocksmiths.com/""]",microsoft,469 lincoln ave hatboro pa 19040,microsoft,"{""primary"": ""key_and_locksmith""}",microsoft
1.40737E+15,bOJY0VIphUtDkfAlPc-JKw,mister car wash,1435 w river rd tucson az 85704,,car wash auto detailing automotive,100,,,,,,,,,,,,,mister car wash,1435 w river rd tucson az 85704,5202931359,"{""primary"": ""auto_detailing"", ""alternate"": [""car_wash"", ""automotive""]}","[""https://mistercarwash.com/store/w-river/?utm_source=bing&utm_medium=yext""]",[],microsoft,mister car wash,microsoft,5202931359,microsoft,"[""https://mistercarwash.com/store/w-river/?utm_source=bing&utm_medium=yext""]",microsoft,1435 w river rd tucson az 85704,microsoft,"{""primary"": ""auto_detailing"", ""alternate"": [""car_wash"", ""automotive""]}",microsoft
1.97032E+15,pTDEYFz94m4taw7iFD-1aQ,angelo s cleaning,312 bridge st phoenixville pa 19460,,damage restoration shopping home cleaning home garden local services air duct cleaning grout services home services carpet cleaning,100,,,,,,,,,,,,,angelo s cleaning,312 bridge st phoenixville pa 19460,2674213803,"{""primary"": ""air_duct_cleaning_service"", ""alternate"": [""carpet_cleaning""]}","[""https://angeloscarpet.com/""]",[],microsoft,angelo s cleaning,microsoft,2674213803,microsoft,"[""https://angeloscarpet.com/""]",microsoft,312 bridge st phoenixville pa 19460,microsoft,"{""primary"": ""air_duct_cleaning_service"", ""alternate"": [""carpet_cleaning""]}",microsoft
1.97032E+15,Dk0Yw7R8gCnkW78-n_Gv0A,courtyard by marriott philadelphia springfield,400 w sproul rd springfield pa 19064,,hotels event planning services hotels travel,87.97727273,,,,,,,,,,,,,courtyard by marriott philadelphia springfield,400 w sproul rd springfield pa 19064,6105431080,"{""primary"": ""resort"", ""alternate"": [""hotel"", ""motel""]}","[""""]",[],microsoft,courtyard by marriott philadelphia springfield,microsoft,6105431080,microsoft,"[""""]",microsoft,400 w sproul rd springfield pa 19064,microsoft,"{""primary"": ""resort"", ""alternate"": [""hotel"", ""motel""]}",microsoft
5.63E+14,SvDyTNMMznMKt_W1IQ1v6Q,miller s ale house,3860 w columbus dr tampa fl 33607,,nightlife bars american new restaurants american traditional sports bars seafood,100,,,,,,,,,,,,,miller s ale house,3860 w columbus dr tampa fl 33607,8133302175,"{""primary"": ""sports_bar"", ""alternate"": [""desserts"", ""bar"", ""seafood_restaurant"", ""steakhouse"", ""restaurant""]}","[""https://millersalehouse.com/locations/tampa/?utm_source=extnet&utm_medium=organic""]",[],microsoft,miller s ale house,microsoft,8133302175,microsoft,"[""https://millersalehouse.com/locations/tampa/?utm_source=extnet&utm_medium=organic""]",microsoft,3860 w columbus dr tampa fl 33607,microsoft,"{""primary"": ""sports_bar"", ""alternate"": [""desserts"", ""bar"", ""seafood_restaurant"", ""steakhouse"", ""restaurant""]}",microsoft
