place_id,best_name,name_source,best_phone,phone_source,best_address,address_source,best_website,website_source,best_categories,categories_source,best_source
08f12d87937886ed03cf23f162e10f02,Edward Jones,foursquare,"[""+15095634402""]",meta,"[{""freeform"": ""309 S Main St"", ""locality"": ""Colville"", ""postcode"": ""99114-2425"", ""region"": ""WA"", ""country"": ""US""}]",meta,"[""https://www.edwardjones.com/zach-hull""]",meta,"{""primary"": ""Business and Professional Services > Financial Service > Financial Planner"", ""alternate"": []}",foursquare,meta
08f12db0d9c6137103d4a617c7e2dcff,Zumiez,microsoft,"[""+15094841128""]",meta,"[{""freeform"": ""4750 N Division St"", ""locality"": ""Spokane"", ""postcode"": ""99207-1406"", ""region"": ""WA"", ""country"": ""US""}]",meta,"[""http://www.zumiez.com""]",meta,"{""primary"": ""men's_clothing_store"", ""alternate"": [""clothing_store"", ""sports_wear""]}",meta,meta
08f12db34575e253037b6f6469146181,Coinstar Kiosk – Bitcoin ATM,microsoft,"[""8009282274""]",microsoft,"[{""freeform"": ""Manito Super 1 Foods, 305 W Kathleen Ave"", ""locality"": ""Coeur D Alene"", ""postcode"": ""83814"", ""region"": ""ID"", ""country"": ""US""}]",microsoft,"[""https://www.coinstar.com/kiosk-info?KioskId=23403""]",microsoft,"{""primary"": ""Business and Professional Services > Financial Service > Banking and Finance > Bank"", ""alternate"": []}",foursquare,microsoft
08f12db7756486da03e71a795e1b150a,"PLACE Landscape Architecture, LLC",meta,"[""+15095702157""]",meta,"[{""freeform"": ""1325 W 1st Ave"", ""locality"": ""Spokane"", ""postcode"": ""99201-4133"", ""region"": ""WA"", ""country"": ""US""}]",meta,"[""http://www.place-la.com/""]",meta,"{""primary"": ""professional_services"", ""alternate"": [""engineering_services""]}",meta,meta
08f12ec5266ae8600324ada1a869584e,Ardene,microsoft,"[""+17806651776""]",meta,"[{""freeform"": ""2331 66 St NW"", ""locality"": ""Edmonton"", ""postcode"": ""T6K 4B5"", ""region"": ""AB"", ""country"": ""CA""}]",meta,"[""https://www.ardene.com/""]",meta,"{""primary"": ""clothing_store"", ""alternate"": [""shoe_store"", ""women's_clothing_store""]}",meta,meta
08f12ecc8371475e037d414c3de7ba87,Pharmasave Holyrood Pharmacy and Telehealth Medical Clinic,meta,"[""+17804402066""]",meta,"[{""freeform"": ""9020 75 St NW"", ""locality"": ""Edmonton"", ""postcode"": ""T6C 2H4"", ""region"": ""AB"", ""country"": ""CA""}]",meta,"[""https://pharmasave.com/edmonton-holyrood/""]",meta,"{""primary"": ""pharmacy"", ""alternate"": [""medical_supply""]}",meta,meta
08f18252ed2e644003e208e0b4a322d1,Speedwell Trust,foursquare,"[""+442887767392""]",meta,"[{""freeform"": ""48 Parkanaur Road"", ""locality"": ""Dungannon"", ""postcode"": ""BT70 3AA"", ""region"": ""NIR"", ""country"": ""GB""}]",meta,"[""http://www.speedwell-trust.com""]",meta,"{""primary"": ""Community and Government > Organization > Charity"", ""alternate"": []}",foursquare,meta
08f182c15216d16203e6f58c621d500b,Aherne's,foursquare,"[""+35314510438""]",meta,"[{""freeform"": ""Old Bawn Rd"", ""postcode"": ""D24 DR44"", ""country"": ""IE""}]",meta,"[""http://www.oldburyfc.ie/""]",meta,"{""primary"": ""Dining and Drinking > Bar > Pub"", ""alternate"": []}",foursquare,meta
08f182c8da25a6c003fdc90bdaf0dab7,Robert Walters Group,meta,"[""+35316334111""]",meta,"[{""freeform"": ""1 Custom House Quay"", ""locality"": ""Dublin"", ""postcode"": ""D01 KF84"", ""country"": ""IE""}]",meta,"[""https://www.robertwalters.ie/""]",meta,"{""primary"": ""professional_services""}",microsoft,meta
08f184585198e405031141d8c7cec342,Europcar NANTES FORUM D'ORVAULT,foursquare,"[""+33240631213""]",meta,"[{""freeform"": ""310 Route de Vannes"", ""locality"": ""Orvault"", ""postcode"": ""44700"", ""country"": ""FR""}]",meta,"[""http://www.europcar-atlantique.fr""]",meta,"{""primary"": ""Travel and Transportation > Transport Hub > Rental Car Location"", ""alternate"": []}",foursquare,meta
08f184685618614b03a2873cbfc0d0a4,Cidrerie Paul Coic,foursquare,"[""+33630561901""]",meta,"[{""freeform"": ""2 Chemin de Kerscouedic"", ""locality"": ""Plon\u00e9is"", ""postcode"": ""29710"", ""country"": ""FR""}]",meta,"[""http://www.cidrerie-coic.com/""]",meta,"{""primary"": ""eat_and_drink"", ""alternate"": [""shopping"", ""grocery_store""]}",meta,meta
08f1846b0494d2c603809a7f5845603a,MARIONNAUD,foursquare,"[""+33298972983""]",meta,"[{""freeform"": ""13B Avenue Pierre Gu\u00e9guin"", ""locality"": ""Concarneau"", ""postcode"": ""29900"", ""country"": ""FR""}]",meta,"[""http://www.marionnaud.fr/""]",meta,"{""primary"": ""cosmetic_and_beauty_supplies"", ""alternate"": [""shopping"", ""beauty_and_spa""]}",meta,meta
08f1849b1176da690351ac66a3c552f8,Communauté de communes de Lacq Orthez - CCLO,meta,"[""+33559600346""]",meta,"[{""freeform"": ""Rond-Point des Ch\u00eanes - BP73"", ""locality"": ""Mourenx"", ""country"": ""FR""}]",meta,"[""http://www.cc-lacqorthez.fr/""]",meta,"{""primary"": ""Community and Government"", ""alternate"": []}",foursquare,meta
08f184dcf559e4a1039f24c7f61712fc,Chatauret,foursquare,"[""+33533063570""]",meta,"[{""freeform"": ""203a Avenue de la C\u00f4te d'Argent"", ""locality"": ""Biganos"", ""postcode"": ""33380"", ""country"": ""FR""}]",meta,"[""https://chatauret.com/""]",meta,"{""primary"": ""fence_and_gate_sales_service"", ""alternate"": [""business_manufacturing_and_supply"", ""windows_installation""]}",meta,meta
08f18606561587130300656616c838e9,Centre RNPC AVRANCHES (Quentin sur le homme),foursquare,"[""+33785745788""]",meta,"[{""freeform"": ""2 Z.A. de Cromel"", ""locality"": ""Saint-Quentin-sur-le-Homme"", ""postcode"": ""50220"", ""country"": ""FR""}]",meta,"[""https://www.rnpc.fr/carte-des-centres-rnpc/region-normandies/centre-rnpc-avranches/?utm_source=home-page""]",meta,"{""primary"": ""nutritionist"", ""alternate"": [""weight_loss_center"", ""hospital""]}",meta,meta
08f18615206a2044031332a453760f15,Bar des Sports,foursquare,"[""+33980321979""]",meta,"[{""freeform"": ""17 Grande Rue"", ""locality"": ""Lassay-les-Ch\u00e2teaux"", ""postcode"": ""53110"", ""country"": ""FR""}]",meta,[null],microsoft,"{""primary"": ""Dining and Drinking > Bar"", ""alternate"": [""Dining and Drinking > Cafe, Coffee, and Tea House > Caf\u00e9"", ""Dining and Drinking > Restaurant""]}",foursquare,foursquare
08f18627ad9a9c9503be1254988406fa,Les Suites du Littoral,foursquare,"[""+33782552440""]",meta,"[{""freeform"": ""2 Hent Bihan"", ""locality"": ""Plou\u00e9zec"", ""postcode"": ""22470"", ""country"": ""FR""}]",meta,"[""http://lessuitesdulittoral.com/""]",meta,"{""primary"": ""Travel and Transportation > Lodging > Vacation Rental"", ""alternate"": []}",foursquare,meta
08f186549e3445160349ba90d3aa7e20,Vesqual Constructeur,foursquare,"[""+33231940214""]",meta,"[{""freeform"": ""35 Rue des Prairies Saint-Gilles"", ""locality"": ""Caen"", ""postcode"": ""14000"", ""country"": ""FR""}]",meta,"[""http://www.vesqual-constructeur.com/""]",meta,"{""primary"": ""construction_services"", ""alternate"": [""contractor"", ""bar""]}",meta,meta
08f1866359555680037318b862284223,Union et Concorde Bricquebetaise Cyclisme,foursquare,"[""+10233931983""]",meta,"[{""freeform"": ""avenue de la Gare"", ""postcode"": ""50260"", ""country"": ""FR""}]",meta,[null],microsoft,"{""primary"": ""Sports and Recreation > Gym and Studio"", ""alternate"": []}",foursquare,foursquare
08f186b554c4e0ce03502e62836c2157,Collège Maurice Chastang,foursquare,"[""+33546498336""]",meta,"[{""freeform"": ""10 Rue de la Terri\u00e8re"", ""locality"": ""Saint-Genis-de-Saintonge"", ""postcode"": ""17240"", ""country"": ""FR""}]",meta,"[""http://www.collegechastang.fr/""]",meta,"{""primary"": ""middle_school"", ""alternate"": [""elementary_school"", ""high_school""]}",meta,meta
08f186b6ca96aac003075fe4e8c7df44,Quiksilver,foursquare,"[""+33556389479""]",meta,"[{""freeform"": ""99 Rue Sainte-Catherine"", ""locality"": ""Bordeaux"", ""postcode"": ""33000"", ""region"": ""NAQ"", ""country"": ""FR""}]",meta,"[""https://www.quiksilver.fr/""]",meta,"{""primary"": ""Retail > Fashion Retail > Clothing Store"", ""alternate"": []}",foursquare,meta
08f186c1017310dc032b2936bfc7cfe5,Sandrine.M,foursquare,"[""+33218061298""]",meta,"[{""freeform"": ""38 Rue Nationale"", ""locality"": ""Amboise"", ""postcode"": ""37400"", ""country"": ""FR""}]",meta,"[""https://www.facebook.com/sandrine.M37""]",meta,"{""primary"": ""Business and Professional Services > Health and Beauty Service > Hair Salon"", ""alternate"": []}",foursquare,meta
08f186db6aa752580326ded79000b83b,Bouquet d'Art,foursquare,"[""+33607033478""]",meta,"[{""freeform"": ""34 Rue de la R\u00e9union"", ""locality"": ""Montlu\u00e7on"", ""postcode"": ""03100"", ""country"": ""FR""}]",meta,"[""http://bouquetdart-floral.over-blog.com/""]",meta,"{""primary"": ""arts_and_entertainment"", ""alternate"": [""art_school"", ""flowers_and_gifts_shop""]}",meta,meta
08f1909aed2538c603ebfbd517330f80,Arnold Clark Glasgow Vauxhall,microsoft,"[""01413059841""]",microsoft,"[{""freeform"": ""55 Hamilton Rd, Mount Vernon"", ""locality"": ""Glasgow"", ""postcode"": ""G32 9QQ"", ""country"": ""GB""}]",microsoft,"[""https://www.arnoldclark.com/find-a-dealer/glasgow-vauxhall/ref/arnbm""]",microsoft,"{""primary"": ""automotive""}",microsoft,microsoft
08f194042c90cb2c03aefebf4fee758f,Evri ParcelShop,microsoft,"[""03308085456""]",microsoft,"[{""freeform"": ""91 Ings Road"", ""locality"": ""Hull"", ""postcode"": ""HU8 0LS"", ""country"": ""GB""}]",microsoft,"[""https://www.evri.com/""]",microsoft,"{""primary"": ""food_delivery_service"", ""alternate"": [""courier_and_delivery_services"", ""food""]}",microsoft,microsoft
08f194073586e4f203e1f66c14a37284,Burning Sensation,meta,"[""+441472351651""]",meta,"[{""freeform"": ""Ind Est, West Marsh, Armstrong St"", ""postcode"": ""DN31 1XD"", ""country"": ""GB""}]",meta,"[""http://www.burningsensation.co.uk/""]",meta,"{""primary"": ""fireplace_service"", ""alternate"": [""hvac_services"", ""shopping""]}",meta,meta
08f19417608285600333ee584331e8c6,ALCOSA ENGINEERING LTD,foursquare,"[""+441953602482""]",meta,"[{""freeform"": ""2 Penfold Drive"", ""locality"": ""Wymondham"", ""postcode"": ""NR18 0"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""https://www.alcosa.co.uk/""]",meta,"{""primary"": ""Retail > Furniture and Home Store"", ""alternate"": []}",foursquare,meta
08f19424ccc1e0820363bbececd4900d,Evri ParcelShop,microsoft,"[""03308085456""]",microsoft,"[{""freeform"": ""385 Ashton Road"", ""locality"": ""Oldham"", ""postcode"": ""OL8 2NA"", ""country"": ""GB""}]",microsoft,"[""https://www.evri.com/""]",microsoft,"{""primary"": ""food_delivery_service"", ""alternate"": [""courier_and_delivery_services"", ""food""]}",microsoft,microsoft
08f194279e5ab221036dc4ab87e12118,Over the Rainbow Limited,foursquare,"[""+447760161935""]",meta,"[{""freeform"": ""39 Compstall Road"", ""locality"": ""Stockport"", ""postcode"": ""SK6 4BT"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""https://www.justgiving.com/fundraising/sue-thompson8""]",meta,"{""primary"": ""shopping"", ""alternate"": [""charity_organization"", ""community_services_non_profits""]}",meta,meta
08f19428e0cc9691030adb2836c18908,McDonald's,microsoft,"[""+441757213117""]",meta,"[{""freeform"": ""THREE LAKES RETAIL PARK"", ""locality"": ""Selby"", ""postcode"": ""YO8 8LY"", ""country"": ""GB""}]",meta,"[""http://www.mcdonalds.co.uk/ukhome.html""]",meta,"{""primary"": ""fast_food_restaurant"", ""alternate"": [""burger_restaurant"", ""restaurant""]}",meta,meta
08f1942c5bce835e03ea6a08bca40fe0,Leonora Rose,meta,"[""+441132310173""]",meta,"[{""freeform"": ""31a Oldfield Lane"", ""locality"": ""Leeds"", ""postcode"": ""LS12 4DS"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""http://leonorarose.co.uk/""]",meta,"{""primary"": ""flowers_and_gifts_shop"", ""alternate"": [""shopping"", ""funeral_services_and_cemeteries""]}",meta,meta
08f19430a154193003d34537776c63d0,Bythams Community Shop & Cafe,meta,"[""+441780769373""]",meta,"[{""freeform"": ""42 Station Road"", ""locality"": ""Grantham"", ""postcode"": ""NG33 4SB"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""http://www.Bythams.shop/""]",meta,"{""primary"": ""sandwich_shop"", ""alternate"": [""breakfast_and_brunch_restaurant""]}",meta,meta
08f19437524a6b6c0397dbb64730ccc7,Howarth Timber and Building Supplies,meta,"[""+441536407079""]",meta,"[{""freeform"": ""Geddington Rd"", ""postcode"": ""NN18 8ET"", ""country"": ""GB""}]",meta,"[""http://www.howarth-timber.co.uk""]",meta,"{""primary"": ""building_supply_store"", ""alternate"": [""hardware_store"", ""construction_services""]}",meta,meta
08f19464e2d1b500037d801dd8301885,Specsavers Opticians and Audiologists - Darlington Victoria Road Sainsbury's,foursquare,"[""+441325521096""]",meta,"[{""freeform"": ""Sainsburys, Victoria Road"", ""locality"": ""Darlington"", ""postcode"": ""DL1 5JG"", ""country"": ""GB""}]",meta,"[""https://www.specsavers.co.uk/stores/darlingtonvictoriaroad?utm_source=gmb&utm_medium=organic&utm_campaign=website_link&y_source=1_NzM5NjMyMjUtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]",meta,"{""primary"": ""eyewear_and_optician"", ""alternate"": [""optometrist"", ""professional_services""]}",meta,meta
08f194655d62401d03ba5556da58e115,Dreams,microsoft,"[""+441642044638""]",meta,"[{""freeform"": ""Portrack Ln"", ""postcode"": ""TS18 2PS"", ""country"": ""GB""}]",meta,"[""https://www.dreams.co.uk/store/stockton-on-tees?y_source=1_MTIyMDUwNjgtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]",meta,"{""primary"": ""mattress_store"", ""alternate"": [""furniture_store"", ""shopping""]}",meta,meta
08f194814a0e6c5003fece081f4261a9,le buzz,foursquare,"[""+33769943314""]",meta,"[{""freeform"": ""45 Rue Royale"", ""locality"": ""Calais"", ""postcode"": ""62100"", ""country"": ""FR""}]",meta,"[""http://www.allomatch.com/""]",meta,"{""primary"": ""Dining and Drinking > Bar > Sports Bar"", ""alternate"": []}",foursquare,meta
08f194855a68525c032b1c6022501687,Pizza Hut Delivery,meta,"[""+441303211224""]",meta,"[{""freeform"": ""128 Sandgate Road"", ""locality"": ""Folkestone"", ""postcode"": ""CT20 2BW"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""https://www.pizzahut.co.uk/""]",meta,"{""primary"": ""pizza_restaurant"", ""alternate"": [""restaurant"", ""food_delivery_service""]}",meta,meta
08f194990605609d032971c417e59bd4,Auto-Ecole de l'Etoile,foursquare,"[""+33973693179""]",meta,"[{""freeform"": ""11 Rue Roger Bouvry"", ""locality"": ""Seclin"", ""postcode"": ""59113"", ""country"": ""FR""}]",meta,"[""https://5dd4003c373cc.site123.me/?fbclid=IwAR2AUAv-4zCJngwQOGAX2hYUFUXzulv5j-ejyD3SVuurxuTZvfj3cOAQjgI""]",meta,"{""primary"": ""Community and Government > Education > Driving School"", ""alternate"": []}",foursquare,meta
08f1949c25d530040300568ba429133a,Boutique Jeanne,foursquare,"[""+33321022262""]",meta,"[{""freeform"": ""19 Rue du Commerce"", ""locality"": ""Lillers"", ""postcode"": ""62190"", ""country"": ""FR""}]",meta,"[""http://www.jeanneboutique.fr""]",meta,"{""primary"": ""Retail > Fashion Retail > Clothing Store"", ""alternate"": [""Retail > Fashion Retail > Women's Store""]}",foursquare,meta
08f194a06041038003a636dc09097cf7,R2B Business Solutions,meta,"[""+441323446644""]",meta,"[{""freeform"": ""Courtyard Offices, Town House, Market Street"", ""postcode"": ""BN27 2AE"", ""country"": ""GB""}]",meta,"[""http://www.r2bbs.co.uk/""]",meta,"{""primary"": ""professional_services"", ""alternate"": [""financial_advising""]}",meta,meta
08f194a820c80805034a0e3999914078,St Michael's Church of England Infant School Maidstone,foursquare,"[""+441622751502""]",meta,"[{""freeform"": ""Douglas Rd"", ""postcode"": ""ME16 8ER"", ""country"": ""GB""}]",meta,"[""http://www.st-michaels-infant.kent.sch.uk/""]",meta,"{""primary"": ""Community and Government > Education > Primary and Secondary School > Elementary School"", ""alternate"": []}",foursquare,meta
08f194a9335320c20327880599247e83,Domino's Pizza,meta,"[""+441634716655""]",meta,"[{""freeform"": ""143 High Street"", ""locality"": ""Rochester"", ""postcode"": ""ME2 4"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""https://www.dominos.co.uk/pizza-near-me/strood/143-high-street?utm_source=facebook&utm_medium=yext&y_source=1_MTIxMzc3NjAtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]",meta,"{""primary"": ""Dining and Drinking > Restaurant > Pizzeria"", ""alternate"": []}",foursquare,meta
08f194ac2641827303a8c9d8d0f63cfb,Paddy Power,meta,"[""+448000565275""]",meta,"[{""freeform"": ""229 London Road"", ""locality"": ""Croydon"", ""postcode"": ""CR0 2RL"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""http://www.paddypower.com""]",meta,"{""primary"": ""betting_center"", ""alternate"": [""shopping""]}",meta,meta
08f194aca194e89603c38201fdeb8229,Bluebird Care,meta,"[""+441372822875""]",meta,"[{""freeform"": ""1 Blenheim Road"", ""locality"": ""Epsom"", ""postcode"": ""KT19 9"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""http://www.bluebirdcare.co.uk/epsom-kingston/careers""]",meta,"{""primary"": ""home_health_care"", ""alternate"": [""retirement_home"", ""health_and_medical""]}",meta,meta
08f194accba9942903aa1e12417025c5,Barclays ATM,microsoft,"[""03457345345""]",microsoft,"[{""freeform"": ""Upper Mall, Crawley"", ""locality"": ""West Sussex"", ""postcode"": ""RH10 1FP"", ""region"": """", ""country"": ""GB""}]",microsoft,"[""https://www.barclays.co.uk/branch-finder/""]",microsoft,"{""primary"": ""Business and Professional Services > Financial Service > Banking and Finance > ATM"", ""alternate"": []}",foursquare,microsoft
08f194ad0131a06b031c2633af407eb2,Resolution Roofing,microsoft,"[""08000086964""]",microsoft,"[{""freeform"": ""24 Brookehowse Road"", ""locality"": ""London"", ""postcode"": ""SE6 3TJ"", ""country"": ""GB""}]",microsoft,"[""""]",microsoft,"{""primary"": ""roofing"", ""alternate"": [""ceiling_and_roofing_repair_and_service""]}",microsoft,microsoft
08f194ad1640caae0374357bf0bb336d,Fenix Funeral,microsoft,"[""08081963430""]",microsoft,"[{""freeform"": ""55-57 Sloane Avenue"", ""locality"": ""London"", ""postcode"": ""SW3 3DH"", ""country"": ""GB""}]",microsoft,"[""https://fenixfuneral.co.uk/funeral-directors/greater-london/battersea/""]",microsoft,"{""primary"": ""funeral_services_and_cemeteries""}",microsoft,microsoft
08f194ad1c4c5ae603cdd1ba54b83902,Monkey Puzzle Day Nursery,meta,"[""+442087611444""]",meta,"[{""freeform"": ""445 Norwood Road"", ""locality"": ""London"", ""postcode"": ""SE27 9DN"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""https://www.monkeypuzzlewestnorwood.co.uk/""]",meta,"{""primary"": ""day_care_preschool"", ""alternate"": [""preschool"", ""education""]}",meta,meta
08f194ad32accc120378a4a13d751f03,Tonkotsu Bar and Ramen,meta,"[""+442079282228""]",meta,"[{""freeform"": ""4 Canvey Street"", ""locality"": ""London"", ""postcode"": ""SE1 0"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""https://tonkotsu.co.uk/locations/bankside/""]",meta,"{""primary"": ""japanese_restaurant"", ""alternate"": [""bar""]}",meta,meta
08f194ad34bb144d03d83a161fc2c70d,ATM (Post Office),microsoft,"[""03457223344""]",microsoft,"[{""freeform"": ""481 Cambridge Heath Road, Bethnel Green"", ""locality"": ""London"", ""postcode"": ""E2 9BU"", ""region"": """", ""country"": ""GB""}]",microsoft,"[""https://www.postoffice.co.uk/atm-locator?y_source=1_NjI1MDAyNTItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D""]",microsoft,"{""primary"": ""atms""}",microsoft,microsoft
08f194ad840d6c50032ba4f7b0cb1e7d,The Long Room,foursquare,"[""+442088769842""]",meta,"[{""freeform"": ""129 Sheen Lane"", ""locality"": ""London"", ""postcode"": ""SW14 8AE"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,[null],microsoft,"{""primary"": ""antique_store"", ""alternate"": [""furniture_store"", ""central_government_office""]}",meta,meta
08f194ada05a3a6003b9a28bab309ec8,Kip McGrath Hammersmith,meta,"[""+447955529269""]",meta,"[{""freeform"": ""165 King Street"", ""locality"": ""London"", ""postcode"": ""W6 9JT"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""https://www.kipmcgrath.co.uk/Hammersmith""]",meta,"{""primary"": ""Community and Government > Education > Private School"", ""alternate"": []}",foursquare,meta
08f194adab32588d030bf3e6651babcf,Geoffrey Nathan Associates,meta,"[""+442085435425""]",meta,"[{""freeform"": ""112 Morden Road"", ""locality"": ""London"", ""postcode"": ""SW19 3BP"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""http://www.gnaccounts.com/contact-us""]",meta,"{""primary"": ""accountant"", ""alternate"": [""professional_services"", ""financial_service""]}",meta,meta
08f194adae234690030807b89af95082,Momo and Co. Design,foursquare,"[""+442080409036""]",meta,"[{""freeform"": ""8a Replingham Road"", ""locality"": ""London"", ""postcode"": ""SW18 5"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""http://www.momoandcohome.com/""]",meta,"{""primary"": ""shopping"", ""alternate"": [""architectural_designer""]}",meta,meta
08f194adb468b9480304669b0f1c8bbf,Mail Boxes Etc. UK,meta,"[""+442081293492""]",meta,"[{""freeform"": ""4 Spring Bridge Road"", ""locality"": ""London"", ""postcode"": ""W5 2AA"", ""region"": ""ENG"", ""country"": ""GB""}]",meta,"[""https://www.mbe.co.uk/ealing""]",meta,"{""primary"": ""professional_services"", ""alternate"": [""freight_and_cargo_service""]}",meta,meta
08f194d29e34b564032f0c0751d9d22b,Ker Juliette,foursquare,[null],microsoft,"[{""freeform"": ""27 Rue des Tanneurs"", ""locality"": ""Lille"", ""postcode"": ""59800"", ""country"": ""FR""}]",meta,"[""https://www.kerjuliette.fr/lille/""]",meta,"{""primary"": ""pancake_house"", ""alternate"": [""french_restaurant"", ""fast_food_restaurant""]}",meta,meta
08f194d66d49a6e10354b37fe55478d7,Delices Wok,foursquare,"[""+33320003542""]",meta,"[{""freeform"": ""7 Rue Lavoisier"", ""locality"": ""Lille"", ""postcode"": ""59160"", ""country"": ""FR""}]",meta,[null],microsoft,"{""primary"": ""Dining and Drinking > Restaurant > Asian Restaurant"", ""alternate"": [""Dining and Drinking > Restaurant > Buffet""]}",foursquare,foursquare
