place_id,source,record_id,update_time,name,categories,phone,website,socials,addr,confidence
08f29a456e42e5830324637954145c50,msft,"=""1970324838294378""",2025-01-06T00:00:00.000Z,Valley Transmission,"{""primary"": ""automotive_repair"", ""alternate"": [""automotive"", ""professional_services""]}","[""+16194474353""]","[""http://valleytransca.com/""]","[""https://www.facebook.com/107150256087765""]","[{""freeform"": ""1158 N 2nd St"", ""locality"": ""El Cajon"", ""postcode"": ""92021-5023"", ""region"": ""CA"", ""country"": ""US""}]",0.9962614185921548
08f29a456e42e5830324637954145c50,msft,"=""1125899907111860""",2025-01-06T00:00:00.000Z,Valley Transmission,"{""primary"": ""automotive_repair"", ""alternate"": [""automotive"", ""professional_services""]}","[""+16194474353""]","[""http://valleytransca.com/""]","[""https://www.facebook.com/107150256087765""]","[{""freeform"": ""1158 N 2nd St"", ""locality"": ""El Cajon"", ""postcode"": ""92021-5023"", ""region"": ""CA"", ""country"": ""US""}]",0.9962614185921548
08f29a456e42e5830324637954145c50,microsoft_structured,"=""1125899907111860""",2016-01-11T20:47:29.733,Valley Transmission,"{""primary"": ""transmission_repair"", ""alternate"": [""automotive""]}","[""6194474353""]","[""http://valleytransca.com/""]",,"[{""freeform"": ""1158 N 2nd St"", ""locality"": ""El Cajon"", ""region"": ""CA"", ""country"": ""US"", ""postcode"": ""92021""}]",0.77
08fbcd0030da5323031bcafa8c2fa0dc,meta,"=""113070635372645""",2025-01-06T00:00:00.000Z,Mazda Nelspruit,"{""primary"": ""car_dealer"", ""alternate"": [""automotive"", ""automotive_dealer""]}","[""+27137573800""]","[""http://bit.ly/NelspruitMazda""]","[""https://www.facebook.com/113070635372645""]","[{""freeform"": ""Mazda Nelspruit, 49 Emnotweni Avenue"", ""locality"": ""Riverside Park"", ""postcode"": ""1201"", ""region"": ""MP"", ""country"": ""ZA""}]",0.997898979043525
08fbcd0030da5323031bcafa8c2fa0dc,msft,"=""844424934845986""",2025-01-06T00:00:00.000Z,Mazda Nelspruit,"{""primary"": ""car_dealer"", ""alternate"": [""automotive"", ""automotive_dealer""]}","[""+27137573800""]","[""http://bit.ly/NelspruitMazda""]","[""https://www.facebook.com/113070635372645""]","[{""freeform"": ""Mazda Nelspruit, 49 Emnotweni Avenue"", ""locality"": ""Riverside Park"", ""postcode"": ""1201"", ""region"": ""MP"", ""country"": ""ZA""}]",0.997898979043525
08fbcd0030da5323031bcafa8c2fa0dc,meta,"=""1001395683264961""",2025-01-06T00:00:00.000Z,Mazda Nelspruit,"{""primary"": ""car_dealer"", ""alternate"": [""automotive"", ""automotive_dealer""]}","[""+27137573800""]","[""http://bit.ly/NelspruitMazda""]","[""https://www.facebook.com/113070635372645""]","[{""freeform"": ""Mazda Nelspruit, 49 Emnotweni Avenue"", ""locality"": ""Riverside Park"", ""postcode"": ""1201"", ""region"": ""MP"", ""country"": ""ZA""}]",0.997898979043525
08fbcd0030da5323031bcafa8c2fa0dc,microsoft_structured,"=""844424934845986""",2024-08-21T09:42:10.493,Mazda Nelspruit,"{""primary"": ""used_car_dealer"", ""alternate"": [""automotive""]}","[""0137573800""]","[""https://nelspruitmazda.co.za/""]",,"[{""freeform"": ""49 Emnotweni Avenue"", ""locality"": ""Mbombela"", ""region"": """", ""country"": ""ZA"", ""postcode"": ""1201""}]",0.77
1407374885933937,microsoft,"=""1407374885933937""",2023-10-25T21:57:20.357,"Red Wing - Roswell, GA","{""primary"": ""shoe_store"", ""alternate"": [""online_shop"", ""retail""]}","[""7705584400""]","[""https://stores.redwingshoes.com/roswell-ga""]",,"[{""freeform"": ""875 Mansell Rd B1"", ""locality"": ""Roswell"", ""region"": ""GA"", ""country"": ""US"", ""postcode"": ""30076""}]",0.77
1407374885933937,microsoft_structured,"=""844424932146366""",2018-02-24T07:57:49.547,Red Wing,"{""primary"": ""shoe_store"", ""alternate"": [""online_shop"", ""retail""]}","[""7705584400""]","[""http://stores.redwing.com/roswell-ga""]",,"[{""freeform"": ""875 Mansell Rd Ste B1"", ""locality"": ""Roswell"", ""region"": ""GA"", ""country"": ""US"", ""postcode"": ""30076""}]",0.77
08f3956260b9e14003feca2bf0764d0c,meta,"=""295967644448975""",2025-01-06T00:00:00.000Z,Norauto España,"{""primary"": ""automotive_repair"", ""alternate"": [""car_dealer"", ""automotive_parts_and_accessories""]}","[""+34966803254""]","[""https://centro.norauto.es/alacant/finestrat/c-rei-jaume-i-n-9""]","[""https://www.facebook.com/295967644448975""]","[{""freeform"": ""Carrer del Rei Jaume I, 9"", ""locality"": ""Finestrat"", ""postcode"": ""03509"", ""country"": ""ES""}]",0.9962614185921548
08f3956260b9e14003feca2bf0764d0c,msft,"=""562949960003276""",2025-01-06T00:00:00.000Z,Norauto España,"{""primary"": ""automotive_repair"", ""alternate"": [""car_dealer"", ""automotive_parts_and_accessories""]}","[""+34966803254""]","[""https://centro.norauto.es/alacant/finestrat/c-rei-jaume-i-n-9""]","[""https://www.facebook.com/295967644448975""]","[{""freeform"": ""Carrer del Rei Jaume I, 9"", ""locality"": ""Finestrat"", ""postcode"": ""03509"", ""country"": ""ES""}]",0.9962614185921548
08f3956260b9e14003feca2bf0764d0c,msft,"=""562949957766568""",2025-01-06T00:00:00.000Z,Norauto España,"{""primary"": ""automotive_repair"", ""alternate"": [""car_dealer"", ""automotive_parts_and_accessories""]}","[""+34966803254""]","[""https://centro.norauto.es/alacant/finestrat/c-rei-jaume-i-n-9""]","[""https://www.facebook.com/295967644448975""]","[{""freeform"": ""Carrer del Rei Jaume I, 9"", ""locality"": ""Finestrat"", ""postcode"": ""03509"", ""country"": ""ES""}]",0.9962614185921548
08f3956260b9e14003feca2bf0764d0c,msft,"=""1407374887472291""",2025-01-06T00:00:00.000Z,Norauto España,"{""primary"": ""automotive_repair"", ""alternate"": [""car_dealer"", ""automotive_parts_and_accessories""]}","[""+34966803254""]","[""https://centro.norauto.es/alacant/finestrat/c-rei-jaume-i-n-9""]","[""https://www.facebook.com/295967644448975""]","[{""freeform"": ""Carrer del Rei Jaume I, 9"", ""locality"": ""Finestrat"", ""postcode"": ""03509"", ""country"": ""ES""}]",0.9962614185921548
08f3956260b9e14003feca2bf0764d0c,microsoft_structured,"=""1407374887472291""",2021-04-26T16:39:00.307,Norauto,"{""primary"": ""brake_service_and_repair"", ""alternate"": [""auto_body_shop"", ""tire_shop"", ""automotive"", ""retail""]}","[""966803254""]","[""http://centro.norauto.es/centre/alicante-finestrat-benidorm/358""]",,"[{""freeform"": ""Calle Rei Jaume I 9"", ""locality"": ""Alicante"", ""region"": ""Alacant"", ""country"": ""ES"", ""postcode"": ""03509""}]",0.77
1125899912143279,microsoft,"=""1125899912143279""",2023-04-20T15:49:12.49,Newport Institute,"{""primary"": ""doctor"", ""alternate"": [""health_and_medical""]}","[""8445450602""]","[""http://www.newportinstitute.com/?utm_source=soci&utm_medium=referral&utm_campaign=listing&utm_content=shady-creek""]",,"[{""freeform"": ""43821 Shady Crk"", ""locality"": ""Temecula"", ""region"": ""CA"", ""country"": ""US"", ""postcode"": ""92590""}]",0.77
1125899912143279,microsoft_structured,"=""1407374890190043""",2023-06-02T21:36:29.85,Newport Institute,"{""primary"": ""doctor"", ""alternate"": [""health_and_medical""]}","[""8445450602""]","[""https://www.newportinstitute.com/?utm_source=soci&utm_medium=referral&utm_campaign=listing&utm_content=shady-creek""]",,"[{""freeform"": ""43821 Shady Creek"", ""locality"": ""Temecula"", ""region"": ""CA"", ""country"": ""US"", ""postcode"": ""92590""}]",0.77
08f2aa879200ab960398d7c665470cf4,msft,"=""562949956202306""",2025-01-06T00:00:00.000Z,Comfort Inn Alexandria West - Landmark,"{""primary"": ""hotel""}","[""7036423422""]","[""https://www.choicehotels.com/virginia/alexandria/comfort-inn-hotels/va116""]",,"[{""freeform"": ""6254 Duke St"", ""locality"": ""Alexandria"", ""postcode"": ""22312"", ""region"": ""VA"", ""country"": ""US""}]",0.77
08f2aa879200ab960398d7c665470cf4,msft,"=""562949955341938""",2025-01-06T00:00:00.000Z,Comfort Inn Alexandria West - Landmark,"{""primary"": ""hotel""}","[""7036423422""]","[""https://www.choicehotels.com/virginia/alexandria/comfort-inn-hotels/va116""]",,"[{""freeform"": ""6254 Duke St"", ""locality"": ""Alexandria"", ""postcode"": ""22312"", ""region"": ""VA"", ""country"": ""US""}]",0.77
08f2aa879200ab960398d7c665470cf4,msft,"=""562949954974969""",2025-01-06T00:00:00.000Z,Comfort Inn Alexandria West - Landmark,"{""primary"": ""hotel""}","[""7036423422""]","[""https://www.choicehotels.com/virginia/alexandria/comfort-inn-hotels/va116""]",,"[{""freeform"": ""6254 Duke St"", ""locality"": ""Alexandria"", ""postcode"": ""22312"", ""region"": ""VA"", ""country"": ""US""}]",0.77
08f2aa879200ab960398d7c665470cf4,microsoft_structured,"=""562949954974969""",2015-05-14T09:25:00.097,Comfort Inn Landmark,"{""primary"": ""hotel""}","[""7036423422""]","[""""]",,"[{""freeform"": ""6254 Duke St"", ""locality"": ""Alexandria"", ""region"": ""VA"", ""country"": ""US"", ""postcode"": ""22312""}]",0.77
08f1969a93ad194003d9ba6cd9e59cbc,meta,"=""110185694447961""",2025-01-06T00:00:00.000Z,SushiCo,"{""primary"": ""sushi_restaurant"", ""alternate"": [""japanese_restaurant"", ""bubble_tea""]}","[""+31318255062""]","[""http://www.sushico.nl/""]","[""https://www.facebook.com/110185694447961""]","[{""freeform"": ""Torenstraat 16"", ""locality"": ""Ede"", ""postcode"": ""6711 AN"", ""country"": ""NL""}]",0.9962614185921548
08f1969a93ad194003d9ba6cd9e59cbc,msft,"=""1407374890303749""",2025-01-06T00:00:00.000Z,SushiCo,"{""primary"": ""sushi_restaurant"", ""alternate"": [""japanese_restaurant"", ""bubble_tea""]}","[""+31318255062""]","[""http://www.sushico.nl/""]","[""https://www.facebook.com/110185694447961""]","[{""freeform"": ""Torenstraat 16"", ""locality"": ""Ede"", ""postcode"": ""6711 AN"", ""country"": ""NL""}]",0.9962614185921548
08f1969a93ad194003d9ba6cd9e59cbc,microsoft_structured,"=""1407374890303749""",2024-12-19T06:08:33.81,SushiCo | Sushi & Bubble Tea Ede,"{""primary"": ""sushi_restaurant"", ""alternate"": [""restaurant""]}","[""0318255062""]","[""https://www.sushico.nl/""]",,"[{""freeform"": ""Torenstraat 16"", ""locality"": ""Ede"", ""region"": """", ""country"": ""NL"", ""postcode"": ""6711 AN""}]",0.77
1407374891126949,microsoft,"=""1407374891126949""",2024-12-29T17:48:16.027,NextCare Urgent Care Gastonia,"{""primary"": ""doctor"", ""alternate"": [""medical_center"", ""urgent_care_clinic"", ""health_and_medical""]}","[""7042154057""]","[""https://nextcare.com/locations/nc/gastonia/""]",,"[{""freeform"": ""3680 Robinwood Rd"", ""locality"": ""Gastonia"", ""region"": ""NC"", ""country"": ""US"", ""postcode"": ""28054""}]",0.77
1407374891126949,microsoft_structured,"=""562949966191554""",2024-07-23T12:03:18.24,NextCare Urgent Care Gastonia,"{""primary"": ""doctor"", ""alternate"": [""medical_center"", ""urgent_care_clinic"", ""health_and_medical""]}","[""7042154057""]","[""https://nextcare.com/locations/nc/gastonia/""]",,"[{""freeform"": ""3680 Robinwood Rd"", ""locality"": ""Gastonia"", ""region"": ""NC"", ""country"": ""US"", ""postcode"": ""28054""}]",0.77
08f3950d1d5a6bae03a09c30bbb17406,meta,"=""2023469851040046""",2025-01-06T00:00:00.000Z,BP,"{""primary"": ""gas_station"", ""alternate"": [""energy_company"", ""auto_detailing""]}","[""+34966400784""]","[""https://www.bp.com/es_es/spain/home.html""]","[""https://www.facebook.com/2023469851040046""]","[{""freeform"": ""Avenida de Oliva"", ""locality"": ""Alicante"", ""postcode"": ""03780"", ""country"": ""ES""}]",0.9872500778573653
08f3950d1d5a6bae03a09c30bbb17406,msft,"=""1407374890671707""",2025-01-06T00:00:00.000Z,BP,"{""primary"": ""gas_station"", ""alternate"": [""energy_company"", ""auto_detailing""]}","[""+34966400784""]","[""https://www.bp.com/es_es/spain/home.html""]","[""https://www.facebook.com/2023469851040046""]","[{""freeform"": ""Avenida de Oliva"", ""locality"": ""Alicante"", ""postcode"": ""03780"", ""country"": ""ES""}]",0.9872500778573653
08f3950d1d5a6bae03a09c30bbb17406,msft,"=""1407374890258179""",2025-01-06T00:00:00.000Z,BP,"{""primary"": ""gas_station"", ""alternate"": [""energy_company"", ""auto_detailing""]}","[""+34966400784""]","[""https://www.bp.com/es_es/spain/home.html""]","[""https://www.facebook.com/2023469851040046""]","[{""freeform"": ""Avenida de Oliva"", ""locality"": ""Alicante"", ""postcode"": ""03780"", ""country"": ""ES""}]",0.9872500778573653
08f3950d1d5a6bae03a09c30bbb17406,msft,"=""1407374887926831""",2025-01-06T00:00:00.000Z,BP,"{""primary"": ""gas_station"", ""alternate"": [""energy_company"", ""auto_detailing""]}","[""+34966400784""]","[""https://www.bp.com/es_es/spain/home.html""]","[""https://www.facebook.com/2023469851040046""]","[{""freeform"": ""Avenida de Oliva"", ""locality"": ""Alicante"", ""postcode"": ""03780"", ""country"": ""ES""}]",0.9872500778573653
08f3950d1d5a6bae03a09c30bbb17406,microsoft_structured,"=""1407374890671707""",2024-10-08T13:36:29.447,BP,"{""primary"": ""car_wash"", ""alternate"": [""gas_station"", ""automotive""]}","[""966400784""]","[""https://www.bp.com/es_es/spain/home/productos-y-servicios/para-su-vehiculo/estaciones-de-servicio-bp.html""]",,"[{""freeform"": ""Avenida de Oliva S/n, Pego"", ""locality"": ""Alicante"", ""region"": """", ""country"": ""ES"", ""postcode"": ""03780""}]",0.77
08f48d621e8c9db103fd54168e9fe11c,meta,"=""117203175006974""",2025-01-06T00:00:00.000Z,Pettigrew and Associates,"{""primary"": ""engineering_services"", ""alternate"": [""land_surveying"", ""commercial_industrial""]}","[""+15753939827""]","[""http://www.pettigrew.us/""]","[""https://www.facebook.com/117203175006974""]","[{""freeform"": ""100 E Navajo Dr"", ""locality"": ""Hobbs"", ""postcode"": ""88240-9309"", ""region"": ""NM"", ""country"": ""US""}]",0.9918379237288135
08f48d621e8c9db103fd54168e9fe11c,msft,"=""562949960229636""",2025-01-06T00:00:00.000Z,Pettigrew and Associates,"{""primary"": ""engineering_services"", ""alternate"": [""land_surveying"", ""commercial_industrial""]}","[""+15753939827""]","[""http://www.pettigrew.us/""]","[""https://www.facebook.com/117203175006974""]","[{""freeform"": ""100 E Navajo Dr"", ""locality"": ""Hobbs"", ""postcode"": ""88240-9309"", ""region"": ""NM"", ""country"": ""US""}]",0.9918379237288135
08f48d621e8c9db103fd54168e9fe11c,msft,"=""1125899912129301""",2025-01-06T00:00:00.000Z,Pettigrew and Associates,"{""primary"": ""engineering_services"", ""alternate"": [""land_surveying"", ""commercial_industrial""]}","[""+15753939827""]","[""http://www.pettigrew.us/""]","[""https://www.facebook.com/117203175006974""]","[{""freeform"": ""100 E Navajo Dr"", ""locality"": ""Hobbs"", ""postcode"": ""88240-9309"", ""region"": ""NM"", ""country"": ""US""}]",0.9918379237288135
08f48d621e8c9db103fd54168e9fe11c,msft,"=""1125899912129300""",2025-01-06T00:00:00.000Z,Pettigrew and Associates,"{""primary"": ""engineering_services"", ""alternate"": [""land_surveying"", ""commercial_industrial""]}","[""+15753939827""]","[""http://www.pettigrew.us/""]","[""https://www.facebook.com/117203175006974""]","[{""freeform"": ""100 E Navajo Dr"", ""locality"": ""Hobbs"", ""postcode"": ""88240-9309"", ""region"": ""NM"", ""country"": ""US""}]",0.9918379237288135
08f48d621e8c9db103fd54168e9fe11c,msft,"=""1125899912118611""",2025-01-06T00:00:00.000Z,Pettigrew and Associates,"{""primary"": ""engineering_services"", ""alternate"": [""land_surveying"", ""commercial_industrial""]}","[""+15753939827""]","[""http://www.pettigrew.us/""]","[""https://www.facebook.com/117203175006974""]","[{""freeform"": ""100 E Navajo Dr"", ""locality"": ""Hobbs"", ""postcode"": ""88240-9309"", ""region"": ""NM"", ""country"": ""US""}]",0.9918379237288135
08f48d621e8c9db103fd54168e9fe11c,microsoft_structured,"=""1125899912129300""",2023-04-11T08:38:09.727,Pettigrew & Associates,"{""primary"": ""civil_engineers"", ""alternate"": [""land_surveying"", ""engineering_services"", ""agricultural_engineering_service"", ""structural_engineer"", ""real_estate_service"", ""b2b_agriculture_and_food"", ""business_to_business""]}","[""5753939827""]","[""""]",,"[{""freeform"": ""100 E Navajo Dr"", ""locality"": ""Hobbs"", ""region"": ""NM"", ""country"": ""US"", ""postcode"": ""88240""}]",0.77
08f44e8346794333033a01eb53999680,meta,"=""111067831985657""",2025-01-06T00:00:00.000Z,Jeremiah's Italian Ice,"{""primary"": ""ice_cream_shop"", ""alternate"": [""bakery"", ""diner""]}","[""+12057470443""]","[""https://jeremiahsice.com/?y_source=1_MTAwNjkxNTI0My01NTktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D""]","[""https://www.facebook.com/111067831985657""]","[{""freeform"": ""790 Montgomery Hwy"", ""locality"": ""Vestavia Hills"", ""postcode"": ""35216-1872"", ""region"": ""AL"", ""country"": ""US""}]",0.9962614185921548
08f44e8346794333033a01eb53999680,msft,"=""1407374890864242""",2025-01-06T00:00:00.000Z,Jeremiah's Italian Ice,"{""primary"": ""ice_cream_shop"", ""alternate"": [""bakery"", ""diner""]}","[""+12057470443""]","[""https://jeremiahsice.com/?y_source=1_MTAwNjkxNTI0My01NTktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D""]","[""https://www.facebook.com/111067831985657""]","[{""freeform"": ""790 Montgomery Hwy"", ""locality"": ""Vestavia Hills"", ""postcode"": ""35216-1872"", ""region"": ""AL"", ""country"": ""US""}]",0.9962614185921548
08f44e8346794333033a01eb53999680,microsoft_structured,"=""1407374890864242""",2024-12-30T23:08:50.337,Jeremiah's Italian Ice,"{""primary"": ""ice_cream_and_frozen_yoghurt"", ""alternate"": [""restaurant""]}","[""2057470443""]","[""https://jeremiahsice.com/?y_source=1_MTAwNjkxNTI0My01NTktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D""]",,"[{""freeform"": ""790 Montgomery Highway Ste 106"", ""locality"": ""vestavia hills"", ""region"": ""AL"", ""country"": ""US"", ""postcode"": ""35216""}]",0.77
1407374887100674,microsoft,"=""1407374887100674""",2024-12-26T07:33:14.517,Murphy USA,"{""primary"": ""convenience_store"", ""alternate"": [""gas_station"", ""automotive"", ""retail""]}","[""8033560950""]","[""http://www.murphyusa.com/""]",,"[{""freeform"": ""4448 Sunset Blvd"", ""locality"": ""Lexington"", ""region"": ""SC"", ""country"": ""US"", ""postcode"": ""29072""}]",0.77
1407374887100674,microsoft_structured,"=""562949958711311""",2019-07-07T13:30:55.19,Murphy Express,"{""primary"": ""convenience_store"", ""alternate"": [""gas_station"", ""automotive"", ""retail""]}","[""8033560950""]","[""http://www.murphyusa.com/""]",,"[{""freeform"": ""4448 Sunset Blvd"", ""locality"": ""Lexington"", ""region"": ""SC"", ""country"": ""US"", ""postcode"": ""29072""}]",0.77
08f2ab2c4b89449a03e88d9391424fd1,meta,"=""437045240458850""",2025-01-06T00:00:00.000Z,Certa Opportune Inc.,"{""primary"": ""sign_making"", ""alternate"": [""graphic_designer"", ""screen_printing_t_shirt_printing""]}","[""+14375517377""]","[""http://www.certaopportune.ca/""]","[""https://www.facebook.com/437045240458850""]","[{""freeform"": ""2556 Central Ave Unit B"", ""postcode"": ""N8W 4J5"", ""country"": ""CA""}]",0.9696941176470588
08f2ab2c4b89449a03e88d9391424fd1,msft,"=""562949961699505""",2025-01-06T00:00:00.000Z,Certa Opportune Inc.,"{""primary"": ""sign_making"", ""alternate"": [""graphic_designer"", ""screen_printing_t_shirt_printing""]}","[""+14375517377""]","[""http://www.certaopportune.ca/""]","[""https://www.facebook.com/437045240458850""]","[{""freeform"": ""2556 Central Ave Unit B"", ""postcode"": ""N8W 4J5"", ""country"": ""CA""}]",0.9696941176470588
08f2ab2c4b89449a03e88d9391424fd1,microsoft_structured,"=""562949961699505""",2022-01-16T10:03:49.1,Certa Opportune Inc.,"{""primary"": ""sign_making""}","[""4164094360""]","[""https://certaopportune.com/""]",,"[{""freeform"": ""2556 Central Avenue, Unit B"", ""locality"": ""Windsor"", ""region"": ""ON"", ""country"": ""CA"", ""postcode"": ""N8W 4J5""}]",0.77
1970324842101934,microsoft,"=""1970324842101934""",2024-12-27T20:08:53.403,DTLR,"{""primary"": ""shoe_store"", ""alternate"": [""clothing_store"", ""retail""]}","[""8042327880""]","[""https://locations.dtlr.com/va/richmond/southside-plaza.html""]",,"[{""freeform"": ""4640 N Southside Plaza St"", ""locality"": ""Richmond"", ""region"": ""VA"", ""country"": ""US"", ""postcode"": ""23224""}]",0.77
1970324842101934,microsoft_structured,"=""1970324842430502""",2024-12-27T20:08:53.403,DTLR,"{""primary"": ""shoe_store"", ""alternate"": [""clothing_store"", ""retail""]}","[""8045480798""]","[""""]",,"[{""freeform"": ""4740 S E Southside Plaza"", ""locality"": ""Richmond"", ""region"": ""VA"", ""country"": ""US"", ""postcode"": ""23224""}]",0.77
08f281334dcd60a303d3ca8e7eff2b77,meta,"=""369034676623921""",2025-01-06T00:00:00.000Z,Burger King,"{""primary"": ""fast_food_restaurant"", ""alternate"": [""burger_restaurant"", ""restaurant""]}","[""+15418853166""]","[""https://burgerking.com/store-locator/store/restaurant_5319""]","[""https://www.facebook.com/369034676623921""]","[{""freeform"": ""2561 Campus Dr"", ""locality"": ""Klamath Falls"", ""postcode"": ""97601-1102"", ""region"": ""OR"", ""country"": ""US""}]",0.9962614185921548
08f281334dcd60a303d3ca8e7eff2b77,msft,"=""562949957672973""",2025-01-06T00:00:00.000Z,Burger King,"{""primary"": ""fast_food_restaurant"", ""alternate"": [""burger_restaurant"", ""restaurant""]}","[""+15418853166""]","[""https://burgerking.com/store-locator/store/restaurant_5319""]","[""https://www.facebook.com/369034676623921""]","[{""freeform"": ""2561 Campus Dr"", ""locality"": ""Klamath Falls"", ""postcode"": ""97601-1102"", ""region"": ""OR"", ""country"": ""US""}]",0.9962614185921548
08f281334dcd60a303d3ca8e7eff2b77,msft,"=""2251799813895227""",2025-01-06T00:00:00.000Z,Burger King,"{""primary"": ""fast_food_restaurant"", ""alternate"": [""burger_restaurant"", ""restaurant""]}","[""+15418853166""]","[""https://burgerking.com/store-locator/store/restaurant_5319""]","[""https://www.facebook.com/369034676623921""]","[{""freeform"": ""2561 Campus Dr"", ""locality"": ""Klamath Falls"", ""postcode"": ""97601-1102"", ""region"": ""OR"", ""country"": ""US""}]",0.9962614185921548
