place_id,yelp_business_id,yelp_name,yelp_address,yelp_phone,yelp_categories,match_score,foursquare_name,foursquare_address,foursquare_phone,foursquare_categories,foursquare_website,foursquare_socials,meta_name,meta_address,meta_phone,meta_categories,meta_website,meta_socials,microsoft_name,microsoft_address,microsoft_phone,microsoft_categories,microsoft_website,microsoft_socials,truth_name_source,truth_name,truth_phone_source,truth_phone,truth_website_source,truth_website,truth_address_source,truth_address,truth_categories_source,truth_categories,best_source
08f2a1359ac12db30349d35cbaf59e57,Oc7XxUdoi1l4SCV-BLOSTw,gerhard s appliance warehouse sale,270 new jersey dr fort washington pa 19034,,appliances appliances repair electronics home garden local services mattresses shopping,78.33333333333334,,,,,,,,,,,,,gerhard appliance,270 new jersey dr fort washington pa 19034,2155423860.0,"{""primary"": ""appliance_store"", ""alternate"": [""retail""]}","[""""]",[],,,,,,,,,,,
08f2a135a9a816a6031f842f52511bb1,p2SakAsYqdAvLqPpAhkekw,dunkin donuts,14254 bustleton ave philadelphia pa 19116,,coffee tea donuts bagels food,97.98850574712642,,,,,,,dunkin donuts,14254 bustleton ave philadelphia pa 19116 1108,2676214823.0,"{""primary"": ""donuts"", ""alternate"": [""coffee_shop"", ""eat_and_drink""]}","[""http://www.youtube.com/DunkinDonuts""]","[""https://www.facebook.com/259846270700941""]",dunkin donuts,14254 bustleton ave philadelphia pa 19116 1108,2676214823.0,"{""primary"": ""donuts"", ""alternate"": [""coffee_shop"", ""eat_and_drink""]}","[""http://www.youtube.com/DunkinDonuts""]","[""https://www.facebook.com/259846270700941""]",,,,,,,,,,,
08f2aa4d98923b4503b1be6672e9cf20,l5RjEnNSaO9fiFLj_E3DUQ,dunkin,1252 route 73 n palmyra nj 08065,,bakeries food donuts restaurants coffee tea,86.94029850746269,,,,,,,dunkin,544 e main st palmyra ny 14522 1106,3155975849.0,"{""primary"": ""donuts"", ""alternate"": [""coffee_shop"", ""breakfast_and_brunch_restaurant""]}","[""https://locations.dunkindonuts.com/en/ny/palmyra/544-e-main-st/352110?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=352110&y_source=1_MTIxMTEzMTgtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/211556855946268""]",dunkin,544 e main st palmyra ny 14522,3155975849.0,"{""primary"": ""coffee_shop"", ""alternate"": [""donuts"", ""restaurant""]}","[""https://locations.dunkindonuts.com/en/ny/palmyra/544-e-main-st/352110?utm_source=bing&utm_medium=local&utm_campaign=localmaps&utm_content=352110&y_source=1_MTIxMTEzMTgtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D""]",[],,,,,,,,,,,
08f2aacb1cb304020377d2cc6e36a071,sgasyFue5oG20RDJ8yAkaQ,lidl,420 macdade blvd folsom pa 19033,,shopping grocery discount store food,81.21212121212122,,,,,,,lidl us,420 e macdade blvd folsom pa 19033,8447475435.0,"{""primary"": ""supermarket"", ""alternate"": [""grocery_store"", ""organic_grocery_store""]}","[""http://www.lidl.com/""]","[""https://www.facebook.com/2076627859316005""]",lidl,420 macdade blvd folsom pa 19033,8447475435.0,"{""primary"": ""retail""}","[""https://www.lidl.com/""]",[],,,,,,,,,,,
08f441a113b6e72b037c592992e25855,SETJPjryrcYvo2ezLm0WaA,starbucks,4202 e fowler ave tampa fl 33620,,food coffee tea,97.46376811594205,starbucks,usf library tampa fl 33620,8139744569.0,"{""primary"": ""Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop"", ""alternate"": []}","[""http://www.starbucks.com/""]","[""https://www.twitter.com/starbucks"", ""https://www.facebook.com/22092443056"", null]",starbucks,4202 e fowler ave tampa fl 33620 0007,8133623222.0,"{""primary"": ""coffee_shop"", ""alternate"": [""eat_and_drink"", ""business""]}","[""https://www.starbucks.com/store-locator/store/14382""]","[""https://www.facebook.com/156180461058863""]",starbucks,4202 e fowler ave tampa fl 33620 0007,8133623222.0,"{""primary"": ""coffee_shop"", ""alternate"": [""eat_and_drink"", ""business""]}","[""https://www.starbucks.com/store-locator/store/14382""]","[""https://www.facebook.com/156180461058863""]",,,,,,,,,,,
08f4446420bb12c003a28fe9807b4a7d,XScJI9exHgC0u_c3vmm1vQ,harrah s new orleans,228 poydras st new orleans la 70130,,hotels arts entertainment hotels travel event planning services casinos,75.28961748633881,harrah s,228 poydras st new orleans la 70130,5045336000.0,"{""primary"": ""Arts and Entertainment > Casino"", ""alternate"": [""Travel and Transportation > Lodging > Hotel""]}","[""https://www.caesars.com/harrahs-new-orleans/restaurants/the-buffet-at-harrahs""]","[""https://www.twitter.com/caesarsent"", ""https://www.facebook.com/527418077335900"", ""https://www.instagram.com/harrahsnola""]",harrah s casino new orleans hours address,228 poydras st new orleans la 70130 1641,8004277247.0,"{""primary"": ""casino"", ""alternate"": [""arts_and_entertainment"", ""professional_services""]}","[""http://www.harrahsneworleans.com/casinos/harrahs-new-orleans/casino-misc/hotel-overview.html""]","[""https://www.facebook.com/1463150693991708""]",,,,,,,,,,,,,,,,,
08f444642579a5720341f6cc7a5371f4,3-69Zp0UWQafow9ilWDjvA,holiday inn express new orleans downtown,334 okeefe ave new orleans la 70112,,event planning services hotels travel venues event spaces hotels,80.8133971291866,,,,,,,holiday inn express new orleans dwtn fr qtr area,334 o keefe ave new orleans la 70112 1809,5045245400.0,"{""primary"": ""hotel"", ""alternate"": [""accommodation"", ""travel_company""]}","[""https://www.ihg.com/holidayinnexpress/hotels/us/en/new-orleans/msyka/hoteldetail?cm_mmc=FacebookMaps-_-EX-_-US-_-MSYKA""]","[""https://www.facebook.com/893142730719197""]",holiday inn express new orleans dwtn fr qtr area,334 okeefe ave new orleans la 70112,5045245400.0,"{""primary"": ""resort"", ""alternate"": [""hotel"", ""inn"", ""motel""]}","[""https://www.ihg.com/holidayinnexpress/hotels/us/en/new-orleans/msyka/hoteldetail?cm_mmc=BingMaps-_-EX-_-US-_-MSYKA""]",[],,,,,,,,,,,
08f48e80900ad68103a541491b59a68f,2BxDjFhyiucppE694OoSHQ,sherwin williams paint store,5683 n swan rd tucson az 85718,,paint stores hardware stores building supplies home garden shopping home services,89.91525423728814,,,,,,,,,,,,,sherwin williams paint store,3641 w ina rd tucson az 85741,5207446097.0,"{""primary"": ""paint_store"", ""alternate"": [""home_improvement_store"", ""retail""]}","[""https://www.sherwin-williams.com/store-locator/paint-store/tucson/az/701559""]",[],,,,,,,,,,,
1125899910314744,NQn_dGaMlvbQGwgAA6t85w,the glen at shawmont station,300 autumn river run philadelphia pa 19128,,home services real estate apartments,100.0,,,,,,,,,,,,,the glen at shawmont station,300 autumn river run philadelphia pa 19128,8886273085.0,"{""primary"": ""apartments"", ""alternate"": [""condominium""]}","[""https://www.theglenphilly.com/""]",[],,,,,,,,,,,
1125899911253992,65sPpkVbRSYS0droEoRavw,rita s italian ice,499 domino ln philadelphia pa 19128,,ice cream frozen yogurt food shaved ice desserts,80.88235294117646,,,,,,,,,,,,,rita s italian ice frozen custard,499 domino ln philadelphia pa 19128,2154834000.0,"{""primary"": ""desserts"", ""alternate"": [""ice_cream_and_frozen_yoghurt"", ""sandwich_shop"", ""restaurant""]}","[""https://www.ritasice.com/location/ritas-of-domino-lane-phila-pa/""]",[],,,,,,,,,,,
1125899912260220,E13foSRTUHkayJ41JDtHzA,commerce bank,1101 1st capitol dr saint charles mo 63301,,banks credit unions real estate mortgage brokers financial services home services investing,80.56410256410257,,,,,,,,,,,,,commerce bank atm,1020 s 5th st saint charles mo 63301,8004532265.0,"{""primary"": ""atms""}","[""""]",[],,,,,,,,,,,
1125899912981722,cJZmRIGu3AyjJivezu7R0w,cracker barrel old country store,213 indian lake blvd hendersonville tn 37075,,restaurants southern breakfast brunch african american traditional desserts food salad,100.0,,,,,,,,,,,,,cracker barrel old country store,213 indian lake blvd hendersonville tn 37075,6158227407.0,"{""primary"": ""breakfast_and_brunch_restaurant"", ""alternate"": [""cafe"", ""restaurant""]}","[""https://www.crackerbarrel.com/Locations/States/tn/hendersonville/630/""]",[],,,,,,,,,,,
1125899913068030,fb25ewJF6tM2_VJiXsEZPQ,supercuts,287 los altos pkwy 101 sparks crossing shopping ctr sparks nv 89436,,hair salons beauty spas,89.81818181818181,,,,,,,,,,,,,supercuts,287 los altos pkwy 101 sparks nv 89436,7754093194.0,"{""primary"": ""kids_hair_salon"", ""alternate"": [""barber"", ""hair_salon"", ""beauty_and_spa""]}","[""https://www.supercuts.com/locations/nearme/haircut/nv/sparks/287-los-altos-pkwy-101/81427""]",[],,,,,,,,,,,
1125899913126469,OvWyoZ7ctVOiLsizC0Bebw,skh locksmiths,469 lincoln ave hatboro pa 19040,,home services keys locksmiths security services security systems automotive home automation auto security professional services,79.39024390243901,,,,,,,,,,,,,skh locksmiths,469 lincoln ave hatboro pa 19040,2154429191.0,"{""primary"": ""key_and_locksmith""}","[""http://skhlocksmiths.com/""]",[],,,,,,,,,,,
1407374885249036,pQ-d4NgN4N9ELLtFJzul1g,walmart,2863 northtowne ln reno nv 89512,,food mobile phones grocery department stores fashion shopping,82.79661016949152,,,,,,,,,,,,,walmart,5260 w 7th st reno nv 89523,7756242000.0,"{""primary"": ""retail""}","[""https://www.walmart.com/store/3254-reno-nv/patio-garden""]",[],,,,,,,,,,,
1407374885598016,bOJY0VIphUtDkfAlPc-JKw,mister car wash,1435 w river rd tucson az 85704,,car wash auto detailing automotive,100.0,,,,,,,,,,,,,mister car wash,1435 w river rd tucson az 85704,5202931359.0,"{""primary"": ""auto_detailing"", ""alternate"": [""car_wash"", ""automotive""]}","[""https://mistercarwash.com/store/w-river/?utm_source=bing&utm_medium=yext""]",[],,,,,,,,,,,
1407374885690852,MU_cvmsylNEGvQsjjudtZg,clarkson eyecare,3122 s grand saint louis mo 63118,,doctors shopping ophthalmologists optometrists health medical eyewear opticians,88.97260273972603,,,,,,,,,,,,,clarkson eyecare,2572 lemay ferry rd st louis mo 63125,3148923321.0,"{""primary"": ""optometrist"", ""alternate"": [""eye_care_clinic"", ""health_and_medical""]}","[""https://www.clarksoneyecare.com/locations/mo/st-louis/south-county?utm_source=bing&utm_medium=yext""]",[],,,,,,,,,,,
1970324838564830,pTDEYFz94m4taw7iFD-1aQ,angelo s cleaning,312 bridge st phoenixville pa 19460,,damage restoration shopping home cleaning home garden local services air duct cleaning grout services home services carpet cleaning,100.0,,,,,,,,,,,,,angelo s cleaning,312 bridge st phoenixville pa 19460,2674213803.0,"{""primary"": ""air_duct_cleaning_service"", ""alternate"": [""carpet_cleaning""]}","[""https://angeloscarpet.com/""]",[],,,,,,,,,,,
1970324840260511,Dk0Yw7R8gCnkW78-n_Gv0A,courtyard by marriott philadelphia springfield,400 w sproul rd springfield pa 19064,,hotels event planning services hotels travel,87.97727272727272,,,,,,,,,,,,,courtyard by marriott philadelphia springfield,400 w sproul rd springfield pa 19064,6105431080.0,"{""primary"": ""resort"", ""alternate"": [""hotel"", ""motel""]}","[""""]",[],,,,,,,,,,,
562949958207347,SvDyTNMMznMKt_W1IQ1v6Q,miller s ale house,3860 w columbus dr tampa fl 33607,,nightlife bars american new restaurants american traditional sports bars seafood,100.0,,,,,,,,,,,,,miller s ale house,3860 w columbus dr tampa fl 33607,8133302175.0,"{""primary"": ""sports_bar"", ""alternate"": [""desserts"", ""bar"", ""seafood_restaurant"", ""steakhouse"", ""restaurant""]}","[""https://millersalehouse.com/locations/tampa/?utm_source=extnet&utm_medium=organic""]",[],,,,,,,,,,,
