id,name,category,address,phones,websites,emails,socials,geometry
8ad4d6e4-8540-4c0e-b0c6-8132eaa079dc,"Melissa Shively, Syringa Realty",real_estate_agent,671 E Riverpark Ln,+12089963620,http://www.syringarealty.com/,,https://www.facebook.com/271790616509946,POINT (-116.174987 43.590724)
fb5d21b6-64e7-4d02-9f42-6e67509e9f5d,Riverstone Structural Concepts,engineering_services,671 E Riverpark Ln,+12083432092,http://www.riverstonesc.com/,,https://www.facebook.com/219172504907007,POINT (-116.1749764 43.5907024)
f694d083-a7f8-4fa4-a1ec-680896001ea0,Jvlx Livestock Transport,retail,671 E Riverpark Ln,(208) 345-8457,http://www.jvlxinc.com,,,POINT (-116.1749855911091 43.59066151569982)
f3ba248f-4813-4ea4-b3a6-eb40e4d20622,Ascend Physical Therapy,physical_therapy,671 E Riverpark Ln,+12089126981,https://ascendptidaho.com/,,https://www.facebook.com/102843669575673,POINT (-116.174948 43.5907016)
7d47d1a2-56b9-4b04-a105-52714bafd903,"K. Mitchell Law, PLLC",divorce_and_family_law,600 E Riverpark Lane Ste 200,2082854272,https://kmitchelllaw.com/,,,POINT (-116.175645 43.590912)
ed78d2fa-ce29-4bac-922e-0843233bb27f,Countertop Installers USA,bathroom_remodeling,670 E Riverpark Ln,(208) 555-0141,https://countertopinstallersusa.com/boise-id,,,POINT (-116.17588520060963 43.590963643249296)
20a66ebc-6b6f-46c2-affd-cdb691c3949a,Delta Dental of Idaho,insurance_agency,555 E Parkcenter Blvd,+12084893580,http://www.deltadentalidblog.com/,,https://www.facebook.com/388699154500712,POINT (-116.1764819 43.590551)
75eff0bd-4383-4ee9-872d-9c64e5d4543f,Slattery Orthodontics,dentist,665 E Parkcenter Blvd,+12084331122,http://www.slatteryortho.com,,https://www.facebook.com/120618644665813,POINT (-116.1764083 43.5898805)
c4af83e1-ec07-4462-9c8c-d975470bd828,D.L. Evans Bank,bank_credit_union,673 E Parkcenter Blvd,+12083951505,http://www.dlevans.com/david-roberts,,https://www.facebook.com/860464624065231,POINT (-116.1758548 43.5901922)
f4221d3b-e98d-4981-b2b2-1467cd6b7192,"Leah S. Freeman, DO",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/freeman-leah,,,POINT (-116.1750041 43.589909)
6c34cc86-1316-4199-8ef9-9f59086936da,St. Luke’s Clinic – Pain Management,pain_management,701 E Parkcenter Blvd,2089472266,https://www.stlukesonline.org/communities-and-locations/facilities/clinics/st-lukes-clinic-pain-management-boise,,,POINT (-116.1750041 43.589909)
16b94486-f6d5-4eef-a4f0-ee42a2b0878f,"Christal D. Boyce, NP",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/boyce-christal,,,POINT (-116.1750041 43.589909)
611f99ba-4161-4221-a348-a25c1d069aa2,"Helene V. Beauclaire, LCPC",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/beauclaire-helene,,,POINT (-116.1750041 43.589909)
d01e22c6-ebdd-4528-98c1-ccfaed07a974,"Andrew J. Relph, DO",pediatrician,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/relph-andrew,,,POINT (-116.1750041 43.589909)
6472d18b-cb60-4fb9-ae58-99819b09d75c,"John C. Brosa, MD",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/brosa-john,,,POINT (-116.1750041 43.589909)
1d734729-2eab-4f32-beb3-0b363b9b80b7,"Elsa J. Kracke, MD",pediatrician,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/kracke-elsa,,,POINT (-116.1750041 43.589909)
97fa3580-a6e1-4f93-913d-52ed86133083,"Ashley J. King, MD",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/king-ashley,,,POINT (-116.1750041 43.589909)
c0cac55d-452f-46b0-a756-b597649d38fe,St. Luke's Clinic Family Medicine,family_practice,701 E Parkcenter Blvd,+12083816500,http://www.stlukesonline.org/CLINIC,,https://www.facebook.com/447222432150587,POINT (-116.1752373 43.58957)
40d6a82c-512d-4a6e-be9a-02c011efb029,St. Luke's Urgent Care,health_and_medical,701 E Parkcenter Blvd,+12083816500,https://www.stlukesonline.org/communities-and-locations/facilities/emergency-and-urgent-care/urgent-care-at-st-lukes-clinic-family-medicine-boise,,https://www.facebook.com/156418221433226,POINT (-116.1751349 43.5895388)
d2c16184-5ff0-4eba-bf63-8532434a8313,"Rosalia Richardson, MD",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/richardson-rosalia,,,POINT (-116.175478 43.589521)
072032f9-6b53-41ee-99ee-84ee72cf7335,St Luke's Internal Medicine,internal_medicine,701 E Parkcenter Blvd,(208) 381-6400,http://www.stlukesonline.org,employment@primaryhealth.com,,POINT (-116.17545529442661 43.58952370303556)
39a34220-740d-4fff-bfb0-cfa24b811bba,St. Luke's Clinic,medical_center,701 E Parkcenter Blvd,(208) 381-6400,http://slimonline.org,,,POINT (-116.17545529442661 43.58952370303556)
bcea0b04-b5d5-469a-83a3-4e9f6b612021,"Cory Huffine, NP",doctor,701 E Parkcenter Blvd,2089472266,https://www.stlukesonline.org/health-services/providers/huffine-cory,,,POINT (-116.1754742 43.589592)
f8e32a73-61a3-4746-8e62-966511e7e014,"Lucy Collins, NP",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/collins-lucy,,,POINT (-116.1754728 43.589591)
b068881f-720f-40e8-a275-78325d358065,"Kurtis Holt, MD",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/holt-kurtis,,,POINT (-116.1754728 43.589591)
7922c70a-b7d2-4e14-818a-69fb4effc91a,"Navjot Hunt, NP",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/hunt-navjot,,,POINT (-116.1754728 43.589591)
ccfc4300-28ea-429f-8a83-10b24d05eca5,"Courtney Foregger, PA-C",doctor,701 E Parkcenter Blvd,2083814210,https://www.stlukesonline.org/health-services/providers/crossland-courtney,,,POINT (-116.1754728 43.589591)
fc6b71e1-5cc3-4fb6-bad4-f711250b60e6,St. Luke's Parkcenter Draw Station: Boise,hematology,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/communities-and-locations/facilities/labs-and-imaging-centers/st-lukes-parkcenter-draw-station,,,POINT (-116.1754719 43.5895897)
06904e62-837e-4249-86e8-c4fa07c5c468,"Justin Armstrong, NP",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/armstrong-justin,,,POINT (-116.1754728 43.589591)
a846e8b5-993c-46fe-a0ae-1619b60f5015,"Kathleen Tierney, NP",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/tierney-kathleen,,,POINT (-116.1754728 43.589591)
b843aee5-95d0-4bbf-b4c2-08891ecae48d,"Julia Karnoski, PA-C",doctor,701 E Parkcenter Blvd,2083814210,https://www.stlukesonline.org/health-services/providers/karnoski-julia,,,POINT (-116.1754728 43.589591)
ca615d32-775c-4931-b2d2-2759a12911ca,"Anja Tjaden, MD",pediatrician,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/tjaden-anja,,,POINT (-116.1754728 43.589591)
e7700740-ca2f-41c3-ae52-748a6379504c,"Jamie Knapp, PA-C",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/knapp-jamie,,,POINT (-116.1754719 43.5895897)
0c9947c8-46d5-46a2-80b8-c62cf3cf1ff0,"Kelly Hammerbeck, NP",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/hammerbeck-kelly,,,POINT (-116.1754728 43.589591)
dbcd0cc6-c1c2-40fa-ad86-df4e5aea2af3,"Justin Devinaspre, NP",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/devinaspre-justin,,,POINT (-116.1754728 43.589591)
ddc0f5a4-5db1-46af-9752-c6cb8e5abf3f,"Jennifer Babcock, NP",doctor,701 E Parkcenter Blvd,2083814210,https://www.stlukesonline.org/health-services/providers/babcock-jennifer,,,POINT (-116.1754728 43.589591)
44838fd7-9db6-4fe4-b72c-64f4c3b44044,"Thornton Bryan III, MD",internal_medicine,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/bryan-thornton,,,POINT (-116.1754719 43.5895897)
041c5284-135a-4ee2-89ce-d97d9b5c1f7c,"Melissa Akin, NP",doctor,701 E Parkcenter Blvd,2083814210,https://www.stlukesonline.org/health-services/providers/parsons-melissa,,,POINT (-116.1754728 43.589591)
cbec1f68-4595-426a-9736-9655a173e7f5,"Landon Favero, PA-C",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/favero-landon,,,POINT (-116.1754719 43.5895897)
cf4419cf-cadd-42c0-a043-141a81e7ae8e,"St. Luke's Children's Pediatrics: Boise, E Parkcenter Blvd.",pediatrician,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/communities-and-locations/facilities/clinics/st-lukes-childrens-pediatrics-boise,,,POINT (-116.1754728 43.589591)
7686ac07-aca3-413f-ae7d-6ff93d0b74e3,"Dustin Smith, MD",doctor,701 E Parkcenter Blvd,2083816500,https://www.stlukesonline.org/health-services/providers/smith-dustin,,,POINT (-116.1754728 43.589591)
5b536b9b-c2a9-448d-9cda-b43592b6b3b8,Dentistry for Children,dentist,651 E Parkcenter Blvd,+12083849872,https://www.dentistryforchildren.net,,https://www.facebook.com/451326429042443,POINT (-116.1761616 43.5895644)
5effc4e6-3f00-41ee-ae59-35ded67d081d,Montessori Academy Preschool,preschool,649 E Parkcenter Blvd,+12088774508,https://www.montessoriacademyidaho.com/preschools/id/boise/parkcenter/,,https://www.facebook.com/754954977981781,POINT (-116.1763119 43.589118)
6bf90450-09da-41f6-9a1a-2211e0e7fd9f,Law Tigers Idaho,personal_injury_law,575 E Parkcenter Blvd,+12082188177,https://www.lawtigers.com/locations/idaho/,,https://www.facebook.com/103721891979533,POINT (-116.1769171 43.5893206)
1ee02ea7-7192-4112-8d76-bd5d3d8b3d80,Thrive Web Designs,web_designer,575 E Parkcenter Blvd,+12083912504,https://www.thrivewebdesigns.com/,,https://www.facebook.com/122013347847241,POINT (-116.176952 43.58935)
cdef1422-b351-483f-8752-b33b4c5a1cc9,Harvey Family Chiropractic,chiropractor,575 E Parkcenter Blvd,+12083429225,http://www.harveyhealth.com/,,https://www.facebook.com/473635770390,POINT (-116.1770424 43.5894136)
11952bc0-29c2-4926-9282-5ea9431d9e78,Byron Diehl Agency,insurance_agency,575 E Parkcenter Blvd,+12088610928,,,https://www.facebook.com/124814387580992,POINT (-116.1770545 43.5894275)
8c50c74c-cf72-4be3-ae1a-8e930c9c0806,Idaho Real Estate Commission,central_government_office,575 E Parkcenter Blvd,+12083343285,http://irec.idaho.gov,,https://www.facebook.com/666059100161480,POINT (-116.1770663 43.58929)
7b8eb1bb-b572-4f93-99f3-34719ccc8ace,Easy Website Form,software_development,575 E Parkcenter Blvd,+12089854008,https://easywebsiteform.com/,,https://www.facebook.com/118366611214863,POINT (-116.1770788 43.5892979)
53b64be2-c7c7-4039-9859-d8a062380e9f,"Aaron Hooper, Attorney at Law",criminal_defense_law,600 E Riverpark Ln,+12082719551,http://hooperlawoffices.com/,,https://www.facebook.com/670077036716207,POINT (-116.1758153 43.5911977)
56653742-59c8-464a-ab3a-f45bab8a85e4,"Hooper Mitchell & Associates, PLLC",lawyer,600 E Riverpark Ln,+12083140440,https://www.hoopermitchell.com/,,https://www.facebook.com/423857467483948,POINT (-116.1758155 43.5911974)
6a702e63-fbe3-41a7-9c11-f8e0043f8560,River Park Dental,dentist,600 E Riverpark Ln,+12083445024,,,https://www.facebook.com/420654824465414,POINT (-116.1758494 43.5912011)
973c54f0-c122-4c03-937a-8345974f6429,Jamie Van LCPC at MBS Idaho Counseling,counseling_and_mental_health,600 E Riverpark Ln,+12088509186,http://www.mbsidaho.com/,,https://www.facebook.com/245799435857124,POINT (-116.175844 43.591209)
12de8807-6a00-43e2-8ad6-4fe738376ba8,Behavioral Health Associates,counseling_and_mental_health,600 E Riverpark Ln,+12083445457,http://bhaboise.com/,,https://www.facebook.com/492842077406324,POINT (-116.1758573 43.5912068)
12602aa0-d6f7-410b-8c18-c2146e0aac74,Parkcenter Smiles,dentist,600 E Riverpark Ln,+12089063860,http://Parkcentersmiles.com/,,https://www.facebook.com/1841546886146882,POINT (-116.1757838 43.5913269)
c52530e3-98db-4c6e-8b24-ad5a53985593,William A Larkin DDS,dentist,600 E Riverpark Ln,+12083445024,http://boisedentistlarkin.com/,,https://www.facebook.com/110093871132237,POINT (-116.1756335 43.5911776)
858e268a-b036-4ce4-b711-40b24e1b554f,Stephen Hubert DDS,dentist,600 E Riverpark Ln,+12082583600,https://stephenhubertdds.com/,,https://www.facebook.com/380446395437654,POINT (-116.175847 43.591167)
7adc5c7c-8578-4916-8a5b-0bfd7cd11a19,"Mauk, Miller, Hawkins PLLC",financial_service,600 E Riverpark Ln Ste 205,(208) 287-8787,https://www.idahojustice.com,joe@idahojustice.com,https://www.facebook.com/133760963340665,POINT (-116.17584663213347 43.59116660062768)
8e80c2aa-8dc0-4bb6-89fa-d7e0c1f54192,Glo Boise,spas,670 E Riverpark Ln,+12083440594,http://www.globoise.com/,,https://www.facebook.com/126387034099043,POINT (-116.1749864 43.5910146)
31751ff2-0d8f-486e-a23b-048ad052df8c,Small Mine Development,contractor,670 E Riverpark Ln,+12083388880,http://www.undergroundmining.com/,,https://www.facebook.com/163026900393648,POINT (-116.1749936 43.5911072)
0a85ec75-7199-4adb-be6f-45afe15c2902,Boise Retirement Coach,financial_service,670 E Riverpark Ln,+12083437777,https://www.boiseretirementcoach.com/,,https://www.facebook.com/1387440924811591,POINT (-116.17502 43.59114)
77fb07e4-bc92-43ab-98ee-85dc4c611ed4,Brookdale Boise Parkcenter,assisted_living_facility,767 E Parkcenter Blvd,2086292170,http://www.brookdale.com/communities/villas-at-river-place/,,,POINT (-116.177437 43.591852)
f659e731-d4fe-46f7-8d2d-876ee5bb7118,TruGrocer Federal Credit Union,credit_union,501 E Highland St,+12083855200,http://www.trugrocer.com/,,https://www.facebook.com/134292072167484,POINT (-116.1773122 43.5929006)
e20d5f4f-8dab-4979-ad7a-8f958b5bea1d,River Quarry Apartments,landmark_and_historical_building,1618 S Loggers Pond Pl,+18883730393,http://www.riverquarryapartments.com/,,https://www.facebook.com/250336641677826,POINT (-116.1749854 43.5929774)
1eb2f023-c480-45e1-9e46-eb2dbb57220b,CapEd Credit Union,credit_union,500 E Highland St,2088840150,https://capedcu.com/locations/parkcenter-boise?utm_source=bing&utm_medium=organic&utm_campaign=bing_listing,,,POINT (-116.1774842 43.5936573)
72c943e0-257a-44af-9ccd-1dca485b847c,The District at Parkcenter,accommodation,501 E Parkcenter Blvd,+12089635204,https://www.districtparkcenter.com/,,https://www.facebook.com/1695688347384574,POINT (-116.1789963 43.5924217)
25b7096e-a994-4112-a533-b045c5619c37,Quit & Live Global,professional_services,160 E Parkway Dr,+12083420308,https://www.quitwithnancy.com/home,,https://www.facebook.com/535204596645107,POINT (-116.181952 43.591172)
38a3c3fb-f0cc-4699-86ed-eb34c44368d9,Air Design Customs,auto_customization,1519 S Londoner Ave,+12084295999,http://www.airdesigncustoms.com/,,https://www.facebook.com/191786970928595,POINT (-116.18518 43.5937399)
cf3cc0d7-e75a-4a85-a96f-71a25a9b0f3d,The Live Edge.,hobby_shop,535 W Highland St,+12085701251,http://TheLiveEdgeBoise.com/,,https://www.facebook.com/101371768625967,POINT (-116.1887048 43.5930757)
1c84d8ae-7393-4733-b66a-15770b9a0e2d,Sam The Man,uniform_store,1932 S Priest Pl,2083364906,"",,,POINT (-116.18658363819122 43.58962744474411)
861ee6cb-276c-4614-b529-67f6c9e89705,Cozy Cottage Learning Center,day_care_preschool,507 W Williams St,+12086086882,http://www.cozycottageboise.com/,,https://www.facebook.com/169581763168219,POINT (-116.1873324 43.5905915)
f5383daa-33ec-4937-ba89-e35af0209cb5,LeeAnn Garton LMT,massage_therapy,804 W Boise Ave,+12083361009,,,https://www.facebook.com/1663072573982473,POINT (-116.1913571 43.5900166)
ddeae6e1-d8e1-46ea-aaad-f9e400f04c59,Bloom Wellness Spa,spas,2134 S Broadway Ave,(254) 637-0300,https://threadingservicesboise.com,,,POINT (-116.19077324867249 43.58868840751998)
2bc387ca-962c-47fa-bebb-d4961e75c617,Signs Now Boise,business_signage,708 N Orchard St,2089910907,http://www.signsnow.com/,,,POINT (-116.191006 43.588495)
9d692cc4-9633-4838-bc01-2444acb52a8d,Williams Park,park,298 W Williams St,+12086087600,http://www.cityofboise.org/Departments/Parks/ParksAndFacilities/Parks/page16125.aspx,,https://www.facebook.com/1781838185479590,POINT (-116.1831068 43.5888895)
e9d391ef-2b25-4f51-8bd2-861183134aa4,Engage Boise,religious_organization,270 E Pennsylvania St,+12083361925,http://engageboise.com/,,https://www.facebook.com/354227332851,POINT (-116.1804441 43.5865018)
e1512377-7899-4ed3-85d6-efef56d71f9f,Buckley Photography,professional_services,235 E Pennsylvania St,+12089081495,https://www.buckleyphotographyboise.com/,,https://www.facebook.com/724059501129300,POINT (-116.1806456 43.5859287)
4ac7af22-0db2-4400-a5e0-c0b76c110cf3,Pennsylvania Place Apartments,landmark_and_historical_building,235 E Pennsylvania St,+12083850733,http://www.auldinvestments.com/Pennsylvania_Place.html,,https://www.facebook.com/163359270359907,POINT (-116.1805858 43.5857323)
4dd97555-5bb2-4b2f-9d90-d33e46ac7790,Periodontal Health Specialists of Idaho,dentist,140 E Boise Ave,+12083859228,http://www.periohealthidaho.com,,https://www.facebook.com/106332588165696,POINT (-116.1815702 43.5858126)
8dc319af-d5da-47b2-801b-a7ab9ffedbc1,Michael John Florence,dentist,140 E Boise Ave Ste A,(208) 385-9228,http://www.boiseaveperiodontics.com,office@boiseaveperiodontics.co,https://www.facebook.com/111323515597124,POINT (-116.18163897254615 43.585874349154366)
cb5239cf-cd91-406f-bf41-041aad0d5856,Idaho Family Physicians,doctor,130 E Boise Ave,(208) 345-4066,http://nifp.com,,,POINT (-116.18234342103736 43.585884576465084)
000f0c2f-6e3b-494f-8ee3-68ea7ea40ea0,"Annamarie Hofstetter, MD",doctor,130 E Boise Ave,2083454066,https://www.stlukesonline.org/health-services/providers/hofstetter-annamarie,,,POINT (-116.1823402 43.5858727)
0b1ed92d-f973-4d6f-89cf-7badc2bdb25b,St. Luke's Clinic Idaho Family Physicians,family_practice,130 E Boise Ave,+12083454066,https://www.stlukesonline.org/communities-and-locations/facilities/clinics/st-lukes-clinic--idaho-family-physicians,,https://www.facebook.com/234717093262396,POINT (-116.1821984 43.5855684)
2be1146d-e029-46c2-a3e2-05e7bc4e9d9f,"Mark A. Rutherford, MD",obstetrician_and_gynecologist,130 E Boise Ave,2083454066,https://www.stlukesonline.org/health-services/providers/rutherford-mark,,,POINT (-116.182337 43.5858412)
69c5d0ed-ef6d-40c6-bce5-60783d3de904,"Ann E. Erwin, MD",obstetrician_and_gynecologist,130 E Boise Ave,2083454066,https://www.stlukesonline.org/health-services/providers/erwin-ann,,,POINT (-116.1826233 43.5856588)
